Date,return,port_value
2018-01-02,0.00011730371383444904,1.0001173037138344
2018-01-03,0.0015285354507674764,1.001645839164602
2018-01-04,-0.0006615131573379784,1.000984326007264
2018-01-05,0.003655526971220846,1.0046398529784848
2018-01-08,0.0015270945230552169,1.00616694750154
2018-01-09,0.004086075804744516,1.0102530233062845
2018-01-10,-0.011728884152138241,0.9985241391541463
2018-01-11,-0.0019054187996958571,0.9966187203544504
2018-01-12,0.004381131166200203,1.0009998515206506
2018-01-16,-0.0038164813364875982,0.997183370184163
2018-01-17,0.00925879693629672,1.0064421671204598
2018-01-18,-0.002342351258812103,1.0040998158616476
2018-01-19,0.006343062130677035,1.0104428779923247
2018-01-22,-0.0007827009269572027,1.0096601770653675
2018-01-23,0.0025389001226376884,1.0121990771880052
2018-01-24,-0.00023561359408574845,1.0119634635939194
2018-01-25,0.007491640620532092,1.0194551042144515
2018-01-26,0.004961466567775963,1.0244165707822275
2018-01-29,-0.005753933451341897,1.0186626373308856
2018-01-30,-0.004141649676854264,1.0145209876540313
2018-01-31,0.004190183930500302,1.0187111715845316
2018-02-01,-0.01018787371367047,1.0085232978708611
2018-02-02,-0.014542116104350411,0.9939811817665107
2018-02-05,-0.026441354066691014,0.9675398276998197
2018-02-06,-0.0016731349109242455,0.9658666927888955
2018-02-07,0.00034960497480307495,0.9662162977636986
2018-02-08,-0.024639532280622656,0.9415767654830759
2018-02-09,0.01805294040816341,0.9596297058912393
2018-02-12,0.0053982669716868825,0.9650279728629262
2018-02-13,0.004009429526835806,0.969037402389762
2018-02-14,0.003668486651951741,0.9727058890417137
2018-02-15,0.0030907182392219124,0.9757966072809356
2018-02-16,0.003814875916085869,0.9796114831970215
2018-02-20,-0.006082782180542701,0.9735287010164788
2018-02-21,-0.00793249434324328,0.9655962066732355
2018-02-22,0.0006745542537660576,0.9662707609270016
2018-02-23,0.012267807570417677,0.9785385684974193
2018-02-26,-0.0002652306073289701,0.9782733378900903
2018-02-27,-0.008580481564218867,0.9696928563258714
2018-02-28,-0.00982337309139869,0.9598694832344727
2018-03-01,-0.00893534893305592,0.9509341343014168
2018-03-02,0.0016691640622810144,0.9526032983636978
2018-03-05,0.011350404438212891,0.9639537028019107
2018-03-06,0.0023257405105185924,0.9662794433124293
2018-03-07,-0.007824513569984592,0.9584549297424447
2018-03-08,0.004064463747711522,0.9625193934901562
2018-03-09,0.00979102161414147,0.9723104151042977
2018-03-12,0.001971811083481989,0.9742822261877797
2018-03-13,-0.00013120410338451904,0.9741510220843952
2018-03-14,-0.00023622251359234347,0.9739147995708028
2018-03-15,0.005292336377629381,0.9792071359484322
2018-03-16,0.0020517953696388425,0.9812589313180711
2018-03-19,-0.007691245753019049,0.973567685565052
2018-03-20,0.0029633367008340405,0.9765310222658861
2018-03-21,-0.005075596939242755,0.9714554253266433
2018-03-22,-0.01102451755574474,0.9604309077708986
2018-03-23,-0.014100972174742266,0.9463299355961563
2018-03-26,0.016265173884230766,0.9625951094803871
2018-03-27,-0.0006739183754794764,0.9619211911049076
2018-03-28,-0.0005020359402984065,0.9614191551646092
