Date,port_value
2018-01-02,1.0001173037138344
2018-01-03,1.001645839164602
2018-01-04,1.000984326007264
2018-01-05,1.0046398529784848
2018-01-08,1.00616694750154
2018-01-09,1.0102530233062845
2018-01-10,0.9986015057829779
2018-01-11,0.9966225608307402
2018-01-12,1.0012718758861046
2018-01-16,0.9976363850698443
2018-01-17,1.0070481445544996
2018-01-18,1.0047043829692408
2018-01-19,1.0110512642488363
2018-01-22,1.0102680920587357
2018-01-23,1.0128085208496187
2018-01-24,1.0125727653929142
2018-01-25,1.0199475934054212
2018-01-26,1.0250031943819606
2018-01-29,1.0191446521420542
2018-01-30,1.0142273413031742
2018-01-31,1.018215339383509
2018-02-01,1.008032424362732
2018-02-02,0.9934973862699286
2018-02-05,0.9670689018714523
2018-02-06,0.9653965813171274
2018-02-07,0.965746016130447
2018-02-08,0.941641139771414
2018-02-09,0.9589201948200086
2018-02-12,0.9643570142636761
2018-02-13,0.9682081176844661
2018-02-14,0.9721052858187769
2018-02-15,0.9751940956750471
2018-02-16,0.9790066160725779
2018-02-20,0.9729275897432368
2018-02-21,0.9649999933673259
2018-02-22,0.9656741311134267
2018-02-23,0.978101511529467
2018-02-26,0.9777936667170257
2018-02-27,0.9687762679241773
2018-02-28,0.9586731756968672
2018-03-01,0.9501113198552291
2018-03-02,0.951779039640505
2018-03-05,0.9631196229182348
2018-03-06,0.9654433510360745
2018-03-07,0.9576256077802131
2018-03-08,0.9616865546707976
2018-03-09,0.971744076967535
2018-03-12,0.9734411886809072
2018-03-13,0.9732078137204049
2018-03-14,0.973275966810705
2018-03-15,0.9782134084481963
2018-03-16,0.9802631215970173
2018-03-19,0.9725796811408914
2018-03-20,0.9755400105626073
2018-03-21,0.9704695644847844
2018-03-22,0.9594562349258074
2018-03-23,0.9457029221767432
2018-03-26,0.9614245734904663
2018-03-27,0.9611030128504624
2018-03-28,0.9606616432896311
2018-03-29,0.9669040522054559
2018-04-02,0.9562999160914254
2018-04-03,0.9608989098096282
2018-04-04,0.9721597226614158
2018-04-05,0.9745256203487913
2018-04-06,0.9619269011750587
2018-04-09,0.9627009327360153
2018-04-10,0.9694808653106697
2018-04-11,0.9653319959539441
2018-04-12,0.9650683660891617
2018-04-13,0.9646161248614867
2018-04-16,0.9751517457968466
2018-04-17,0.9873983653190079
2018-04-18,0.9871530663963578
2018-04-19,0.9835490620547351
2018-04-20,0.9777061473025683
2018-04-23,0.9790674979047151
2018-04-24,0.9754943342802306
2018-04-25,0.9678283436675561
2018-04-26,0.977810966572172
2018-04-27,0.982079454070075
2018-04-30,0.9760854321679112
2018-05-01,0.9768487124515403
2018-05-02,0.9679898149766575
2018-05-03,0.9720265408032384
2018-05-04,0.974425911094738
2018-05-07,0.9730190766225889
2018-05-08,0.9635740161229224
2018-05-09,0.9632976286045345
2018-05-10,0.973024681683014
2018-05-11,0.9785624374972578
2018-05-14,0.9800882375069285
2018-05-15,0.9719672538940477
2018-05-16,0.9721431769836865
2018-05-17,0.96813056903006
2018-05-18,0.9722067793224111
2018-05-21,0.9750005011799646
2018-05-22,0.9713328766786703
2018-05-23,0.9786388534457576
2018-05-24,0.9823221543501478
2018-05-25,0.9823370997831726
2018-05-29,0.9814642915682813
2018-05-30,0.9917447380451947
2018-05-31,0.9816942956865692
2018-06-01,0.9812183202687295
2018-06-04,0.9831575560286584
2018-06-05,0.9798485356677963
2018-06-06,0.9789836197605396
2018-06-07,0.9773901322564951
2018-06-08,0.9821255565603817
2018-06-11,0.9795886236058033
2018-06-12,0.9863708782929543
2018-06-13,0.9842492956921027
2018-06-14,0.9912259801537123
2018-06-15,0.9961007986971109
2018-06-18,0.9981738542097064
2018-06-19,0.9999324594396108
2018-06-20,1.0015668102046924
2018-06-21,0.9980347899308835
2018-06-22,1.000043948319539
2018-06-25,0.996919758977791
2018-06-26,0.9984522699685151
2018-06-27,0.996073215551047
2018-06-28,1.0006364243482155
2018-06-29,1.0035889561662212
2018-07-02,1.0064222063034578
2018-07-03,1.007185093671891
2018-07-05,1.012382313437269
2018-07-06,1.020751789207068
2018-07-09,1.0128007476598306
2018-07-10,1.0168217164772195
2018-07-11,1.0177365302721604
2018-07-12,1.0244883102601947
2018-07-13,1.0240804582191765
2018-07-16,1.0185747126095117
2018-07-17,1.0193262538063428
2018-07-18,1.01975523046649
2018-07-19,1.0262611821096805
2018-07-20,1.0237053071763482
2018-07-23,1.0212701651226004
2018-07-24,1.0206955142674405
2018-07-25,1.025336194847482
2018-07-26,1.0470192769232856
2018-07-27,1.038936346008145
2018-07-30,1.0279816418676009
2018-07-31,1.0485732705841906
2018-08-01,1.0464027210854316
2018-08-02,1.0541041416980408
2018-08-03,1.057889745101733
2018-08-06,1.061888576990777
2018-08-07,1.063233324718005
2018-08-08,1.0653254525333957
2018-08-09,1.0671877940650873
2018-08-10,1.0656045237269878
2018-08-13,1.0662814572840928
2018-08-14,1.071734871375739
2018-08-15,1.0671249599809374
2018-08-16,1.0727618129304104
2018-08-17,1.0759146627157807
2018-08-20,1.0756995980550217
2018-08-21,1.0760649036539311
2018-08-22,1.0720462824071606
2018-08-23,1.07191038079183
2018-08-24,1.078823326947413
2018-08-27,1.0789876708551787
2018-08-28,1.078091933019493
2018-08-29,1.0842952600181772
2018-08-30,1.081378332505045
2018-08-31,1.0814108867275887
2018-09-04,1.0841178996958925
2018-09-05,1.0873786888012105
2018-09-06,1.091817498186734
2018-09-07,1.0859140832027068
2018-09-10,1.0895140895660107
2018-09-11,1.089407815181352
2018-09-12,1.0915047553532191
2018-09-13,1.098515268780028
2018-09-14,1.1002538716968315
2018-09-17,1.0945493357540526
2018-09-18,1.0959622276511003
2018-09-19,1.0873537448066963
2018-09-20,1.087631219537166
2018-09-21,1.0905078292158386
2018-09-24,1.0874345031242252
2018-09-25,1.0830066753944534
2018-09-26,1.0780653936154099
2018-09-27,1.0847853742252593
2018-09-28,1.0934237560459057
2018-10-01,1.0935958384984954
2018-10-02,1.0957449076438104
2018-10-03,1.0938288000789953
2018-10-04,1.0831679166794856
2018-10-05,1.0854830226715029
2018-10-08,1.0828269801750228
2018-10-09,1.0821510491867294
2018-10-10,1.0600070899812288
2018-10-11,1.0432817345603902
2018-10-12,1.0518540306629944
2018-10-15,1.059595753011716
2018-10-16,1.082324362278998
2018-10-17,1.079708881321534
2018-10-18,1.0716041847657756
2018-10-19,1.0704409659284548
2018-10-22,1.0697019016253444
2018-10-23,1.0649123208477427
2018-10-24,1.0574843529304427
2018-10-25,1.0472703547527382
2018-10-26,1.0285880390512367
2018-10-29,1.0265643681325012
2018-10-30,1.0378623371746702
2018-10-31,1.0356374961977752
2018-11-01,1.033800028121588
2018-11-02,1.0324351499135922
2018-11-05,1.0397223526624777
2018-11-06,1.045956911619009
2018-11-07,1.0640238770848787
2018-11-08,1.0675264235206035
2018-11-09,1.0707794847907857
2018-11-12,1.0603514501158182
2018-11-13,1.0609419234315363
2018-11-14,1.0538026526609692
2018-11-15,1.0646701587661878
2018-11-16,1.0723808163587787
2018-11-19,1.0590959569769662
2018-11-20,1.0593017192546808
2018-11-21,1.0542370847267786
2018-11-23,1.0547986915765188
2018-11-26,1.060615294196216
2018-11-27,1.062344768694525
2018-11-28,1.0767710445808696
2018-11-29,1.0819404097292342
2018-11-30,1.0931562342563017
