Date,return,port_value
2018-01-02,0.00011730371383444904,1.0001173037138344
2018-01-03,0.0015285354507674764,1.001645839164602
2018-01-04,-0.0006615131573379784,1.000984326007264
2018-01-05,0.003655526971220846,1.0046398529784848
2018-01-08,0.0015270945230552169,1.00616694750154
2018-01-09,0.004086075804744516,1.0102530233062845
2018-01-10,-0.01165151752330662,0.9986015057829779
2018-01-11,-0.0019789449522377156,0.9966225608307402
2018-01-12,0.004649315055364367,1.0012718758861046
2018-01-16,-0.003635490816260245,0.9976363850698443
2018-01-17,0.009411759484655335,1.0070481445544996
2018-01-18,-0.002343761585258841,1.0047043829692408
2018-01-19,0.006346881279595484,1.0110512642488363
2018-01-22,-0.0007831721901006006,1.0102680920587357
2018-01-23,0.002540428790883009,1.0128085208496187
2018-01-24,-0.0002357554567045117,1.0125727653929142
2018-01-25,0.007374828012506995,1.0199475934054212
2018-01-26,0.005055600976539454,1.0250031943819606
2018-01-29,-0.00585854223990645,1.0191446521420542
2018-01-30,-0.004917310838880029,1.0142273413031742
2018-01-31,0.003987998080334787,1.018215339383509
2018-02-01,-0.01018291502077684,1.008032424362732
2018-02-02,-0.014535038092803543,0.9934973862699286
2018-02-05,-0.026428484398476226,0.9670689018714523
2018-02-06,-0.0016723205543249797,0.9653965813171274
2018-02-07,0.0003494348133196157,0.965746016130447
2018-02-08,-0.024104876359033023,0.941641139771414
2018-02-09,0.017279055048594616,0.9589201948200086
2018-02-12,0.005436819443667584,0.9643570142636761
2018-02-13,0.003851103420789981,0.9682081176844661
2018-02-14,0.0038971681343107356,0.9721052858187769
2018-02-15,0.003088809856270247,0.9751940956750471
2018-02-16,0.003812520397530772,0.9790066160725779
2018-02-20,-0.006079026329341097,0.9729275897432368
2018-02-21,-0.007927596375910895,0.9649999933673259
2018-02-22,0.0006741377461008113,0.9656741311134267
2018-02-23,0.012427380416040301,0.978101511529467
2018-02-26,-0.0003078448124412825,0.9777936667170257
2018-02-27,-0.009017398792848463,0.9687762679241773
2018-02-28,-0.010103092227310095,0.9586731756968672
2018-03-01,-0.008561855841638044,0.9501113198552291
2018-03-02,0.0016677197852759118,0.951779039640505
2018-03-05,0.011340583277729799,0.9631196229182348
2018-03-06,0.002323728117839652,0.9654433510360745
2018-03-07,-0.007817743255861376,0.9576256077802131
2018-03-08,0.004060946890584449,0.9616865546707976
2018-03-09,0.010057522296737398,0.971744076967535
2018-03-12,0.001697111713372279,0.9734411886809072
2018-03-13,-0.00023337496050235274,0.9732078137204049
2018-03-14,6.815309030017147e-05,0.973275966810705
2018-03-15,0.004937441637491213,0.9782134084481963
2018-03-16,0.002049713148821075,0.9802631215970173
2018-03-19,-0.007683440456125901,0.9725796811408914
2018-03-20,0.002960329421715868,0.9755400105626073
2018-03-21,-0.005070446077822921,0.9704695644847844
2018-03-22,-0.011013329558976936,0.9594562349258074
2018-03-23,-0.013753312749064217,0.9457029221767432
2018-03-26,0.01572165131372305,0.9614245734904663
2018-03-27,-0.00032156064000388174,0.9611030128504624
2018-03-28,-0.0004413695608312951,0.9606616432896311
2018-03-29,0.0062424089158248375,0.9669040522054559
