Date,KIM,KLAC,AIG,MS,HON,SYY,INTU,BIO,LRCX,NEM,LUV,BA,PPG,LHX,WM,CAG,MTD,MAA,CPB,MTB,DLTR,WBA,UNH,IRM,RJF,VRSN,ILMN,ADM,POOL,WEC,NVDA,GWW,BLK,ZBH,LUMN,VNO,MSFT,HIG,FDX,LOW,MAR,MCK,WST,DHI,AVB,WHR,HES,EMN,MET,MDLZ
2018-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.00812966463654537,0.0006202012196952138,0.0,0.0,0.0,0.0,0.0,0.07552207014423745,0.0,0.0,0.07613389026636921,0.0,0.0,0.0,0.0363320579375507,0.0,0.07195172258220825,0.0,0.0,0.0,0.03750541159643354,0.0,0.05662269513866033,0.3391243507098302,0.0,0.0,0.01396290854070576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12219640247508402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00812966463654537,0.0006202012196952138,0.0,0.0,0.0,0.0,0.0,0.07552207014423745,0.0,0.0,0.07613389026636921,0.0,0.0,0.0,0.0363320579375507,0.0,0.07195172258220825,0.0,0.0,0.0,0.03750541159643354,0.0,0.05662269513866033,0.3391243507098302,0.0,0.0,0.01396290854070576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12219640247508402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00812966463654537,0.0006202012196952138,0.0,0.0,0.0,0.0,0.0,0.07552207014423745,0.0,0.0,0.07613389026636921,0.0,0.0,0.0,0.0363320579375507,0.0,0.07195172258220825,0.0,0.0,0.0,0.03750541159643354,0.0,0.05662269513866033,0.3391243507098302,0.0,0.0,0.01396290854070576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12219640247508402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.00812966463654537,0.0006202012196952138,0.0,0.0,0.0,0.0,0.0,0.07552207014423745,0.0,0.0,0.07613389026636921,0.0,0.0,0.0,0.0363320579375507,0.0,0.07195172258220825,0.0,0.0,0.0,0.03750541159643354,0.0,0.05662269513866033,0.3391243507098302,0.0,0.0,0.01396290854070576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12219640247508402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.00812966463654537,0.0006202012196952138,0.0,0.0,0.0,0.0,0.0,0.07552207014423745,0.0,0.0,0.07613389026636921,0.0,0.0,0.0,0.0363320579375507,0.0,0.07195172258220825,0.0,0.0,0.0,0.03750541159643354,0.0,0.05662269513866033,0.3391243507098302,0.0,0.0,0.01396290854070576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12219640247508402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.00812966463654537,0.0006202012196952138,0.0,0.0,0.0,0.0,0.0,0.07552207014423745,0.0,0.0,0.07613389026636921,0.0,0.0,0.0,0.0363320579375507,0.0,0.07195172258220825,0.0,0.0,0.0,0.03750541159643354,0.0,0.05662269513866033,0.3391243507098302,0.0,0.0,0.01396290854070576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12219640247508402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.00812966463654537,0.0006202012196952138,0.0,0.0,0.0,0.0,0.0,0.07552207014423745,0.0,0.0,0.07613389026636921,0.0,0.0,0.0,0.0363320579375507,0.0,0.07195172258220825,0.0,0.0,0.0,0.03750541159643354,0.0,0.05662269513866033,0.3391243507098302,0.0,0.0,0.01396290854070576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12219640247508402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.007441603073096111,0.0,0.0,0.0,0.0,0.0,0.0,0.0774227390433232,0.0,0.0,0.07282080493190236,0.0,0.0,0.0,0.03952986234002682,0.0,0.08036263161541055,0.0,0.0,0.0,0.03848586639823444,0.0,0.05663469185035323,0.33070450648968985,0.0,0.0,0.008051296703102864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12375110295630201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.007441603073096111,0.0,0.0,0.0,0.0,0.0,0.0,0.0774227390433232,0.0,0.0,0.07282080493190236,0.0,0.0,0.0,0.03952986234002682,0.0,0.08036263161541055,0.0,0.0,0.0,0.03848586639823444,0.0,0.05663469185035323,0.33070450648968985,0.0,0.0,0.008051296703102864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12375110295630201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.007441603073096111,0.0,0.0,0.0,0.0,0.0,0.0,0.0774227390433232,0.0,0.0,0.07282080493190236,0.0,0.0,0.0,0.03952986234002682,0.0,0.08036263161541055,0.0,0.0,0.0,0.03848586639823444,0.0,0.05663469185035323,0.33070450648968985,0.0,0.0,0.008051296703102864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12375110295630201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
