date,ensemble,gspc
2020-07-15,1215726.7235492226,1220014.4932218802
2020-07-16,1204209.7374469372,1215859.0003369444
2020-07-17,1198245.3247051924,1219322.5111122394
2020-07-20,1194511.7427337463,1229573.2807761722
2020-07-21,1204535.6075139071,1231637.7802292143
2020-07-22,1214749.9402290827,1238716.103631152
2020-07-23,1199819.3336528535,1223455.2948724458
2020-07-24,1189340.168535008,1215881.6171481586
2020-07-27,1183396.341181547,1224873.2304653062
2020-07-28,1183393.786009645,1216944.1457076524
2020-07-29,1191697.2339894073,1232068.7920314975
2020-07-30,1180464.753091766,1227448.2236571845
2020-07-31,1170372.280997645,1236863.371381887
2020-08-03,1185306.6276301506,1245745.3162430245
2020-08-04,1190524.9557590778,1250244.8615989622
2020-08-05,1216108.514491863,1258283.6148126267
2020-08-06,1213506.5962681663,1266371.478816356
2020-08-07,1221886.9834795732,1267173.1293820073
2020-08-10,1241405.474183709,1270647.994719667
2020-08-11,1235763.3407433936,1260522.032928231
2020-08-12,1245319.181751826,1278164.9919456458
2020-08-13,1238271.908965677,1275548.3653584302
2020-08-14,1248419.8590220383,1275329.1207599249
2020-08-17,1240217.655354085,1278785.0618269767
2020-08-18,1231540.4938458756,1281730.601468708
2020-08-19,1228005.9424261558,1276085.353076117
2020-08-20,1223464.534081021,1280116.0380885564
2020-08-21,1222828.6428644073,1284521.05440497
2020-08-24,1242324.9874699991,1297422.4220296973
2020-08-25,1244594.688244336,1302088.408653469
2020-08-26,1240525.1497569282,1315364.0152686555
2020-08-27,1234818.1125162342,1317564.677156559
2020-08-28,1237803.1411035622,1326435.2674553317
2020-08-31,1233525.3929359235,1323523.7915006948
2020-09-01,1231139.9539975843,1333483.3120242967
2020-09-02,1253466.387414872,1353973.4967897977
2020-09-03,1215178.8911488657,1306414.035346845
2020-09-04,1203536.3745023983,1295788.9343789378
2020-09-08,1175919.9542487096,1259822.5734238622
2020-09-09,1197383.2498307617,1285201.6819522462
2020-09-10,1180423.622802199,1262601.6717977596
2020-09-11,1183047.1156458014,1263274.7296367926
2020-09-14,1203233.277947088,1279371.160334729
2020-09-15,1198943.964133476,1286048.6584538408
2020-09-16,1201021.499594305,1280108.4683803131
2020-09-17,1196712.8420265417,1269339.7275828167
2020-09-18,1191074.801071412,1255145.2322377258
2020-09-21,1165648.543002923,1240621.823838119
2020-09-22,1162000.6841175794,1253670.616146557
2020-09-23,1143718.7260393838,1223931.7249241874
2020-09-24,1131860.4695894346,1227588.1709461673
2020-09-25,1164362.5397681568,1247201.0080635855
2020-09-28,1190205.0958102427,1267294.1524003823
2020-09-29,1182711.4355825146,1261195.0907672637
2020-09-30,1198060.157189948,1271604.639677272
2020-10-01,1207204.0050850848,1278335.125754086
2020-10-02,1205070.0796824435,1266091.6765519057
2020-10-05,1225636.7187110682,1288846.7734118614
2020-10-06,1201980.578065297,1270837.052798715
2020-10-07,1229336.066899045,1292945.4934849737
2020-10-08,1247067.0841968716,1303302.146750795
2020-10-09,1255329.8429446686,1314762.777344417
2020-10-12,1267390.496816308,1336345.6771888689
2020-10-13,1256882.1013774518,1327917.4532547437
2020-10-14,1251362.3873664197,1319122.4677248872
2020-10-15,1262148.8787188216,1317107.1713754253
2020-10-16,1264371.047279231,1317284.8748921086
2020-10-19,1247815.940361987,1295773.7949624516
2020-10-20,1251053.9302555132,1301899.3505744208
2020-10-21,1244264.5855805788,1299040.7702639706
2020-10-22,1256147.6706715669,1305820.3671308497
2020-10-23,1261677.0182499683,1310319.9124867877
2020-10-26,1227604.1193711157,1285961.69912256
2020-10-27,1206438.5097020788,1282070.8690855885
2020-10-28,1162977.8684201364,1236829.3076947932
2020-10-29,1171426.7107364663,1251606.1166935144
2020-10-30,1162338.9202126933,1236424.6975578459
2020-11-02,1188472.6111230326,1251655.2274835797
2020-11-03,1226714.977410264,1273933.8019782787
2020-11-04,1254233.4455213023,1302020.2812792808
2020-11-05,1284656.533163972,1327357.8487258425
2020-11-06,1278407.2063836528,1326975.947713625
2020-11-09,1359289.195355363,1342501.4193202956
2020-11-10,1357929.907374759,1340622.1930921795
2020-11-11,1357928.3615182834,1350880.4401508402
2020-11-12,1352170.118498607,1337400.6360401195
2020-11-13,1366860.052323909,1355603.1072729202
2020-11-16,1388710.288176532,1371393.2417275552
2020-11-17,1380835.4310534091,1364821.6272103318
2020-11-18,1365987.977579162,1349039.0624639401
2020-11-19,1366159.7285137628,1354362.9675102583
2020-11-20,1352911.7980366205,1345163.371843455
2020-11-23,1378514.6143017267,1352744.619275985
2020-11-24,1396165.6681309198,1374607.2290713722
2020-11-25,1392789.802907989,1372429.276308198
2020-11-27,1397685.7691517328,1375718.9607344463
2020-11-30,1386307.9165478204,1369396.7773351858
2020-12-01,1400513.9822826835,1384831.504756454
2020-12-02,1417905.2581921075,1387311.968908808
2020-12-03,1431346.4533520197,1386446.0681366054
2020-12-04,1450253.9764881586,1398697.0870470293
2020-12-07,1452129.3252888178,1395989.7162744112
2020-12-08,1453933.1516132806,1399880.546311383
2020-12-09,1432546.119783447,1388752.613626398
2020-12-10,1427231.649755523,1386967.916437806
2020-12-11,1419595.8900814508,1385213.4057686715
2020-12-14,1411786.5245762323,1379174.9018014984
2020-12-15,1426664.1791515802,1396995.5643355965
2020-12-16,1424643.9375172113,1399472.151320314
2020-12-17,1430442.1515675045,1407529.828804586
2020-12-18,1414294.0106220697,1402587.8247704855
2020-12-21,1408588.1345653986,1397108.9253322133
2020-12-22,1402205.576860473,1394212.5887940624
2020-12-23,1398662.229066894,1395252.4082288267
2020-12-24,1404209.790998504,1400186.8425546843
2020-12-28,1403781.0398579095,1412400.0129238921
2020-12-29,1400457.4197216486,1409254.0606407481
2020-12-30,1406961.634157226,1411144.6414312287
2020-12-31,1406679.197916076,1420230.7837879003
2021-01-04,1393274.400564239,1399275.5235330227
2021-01-05,1408772.4651873468,1409186.025580075
2021-01-06,1424274.7913653788,1417232.2561884674
2021-01-07,1443836.854560205,1438274.4757746258
2021-01-08,1433019.791374021,1446173.281699307
2021-01-11,1443220.6316196264,1436693.9760815683
2021-01-12,1460685.903030927,1437291.33683817
2021-01-13,1455228.06751209,1440562.0969938105
2021-01-14,1483544.189675863,1435155.0174703328
2021-01-15,1466330.5190959524,1424836.212745727
2021-01-19,1498256.9266505789,1436429.220920089
2021-01-20,1493919.4230027746,1456446.7604879693
2021-01-21,1486274.3203073095,1456908.0511232247
2021-01-22,1477840.6542831014,1452521.8667639035
2021-01-25,1475092.022110517,1457773.9518954274
2021-01-26,1461118.3104177068,1455603.568840496
2021-01-27,1402569.748848493,1418226.749687288
2021-01-28,1409062.991536672,1432069.5305396188
2021-01-29,1367550.3332820486,1404414.1553544146
2021-02-01,1397413.801673467,1426957.485010593
2021-02-02,1430223.9877687048,1446789.6590400317
2021-02-03,1422179.3869453024,1448249.1357147142
2021-02-04,1449765.7593389105,1463967.4502545546
2021-02-05,1439318.7095904895,1469673.2563130904
2021-02-08,1469198.7237144064,1480547.8807124756
2021-02-09,1464365.2700000356,1478899.2536452299
2021-02-10,1472403.415400083,1478388.7599063942
2021-02-11,1509783.3670878955,1480846.514934019
2021-02-12,1521150.4777999471,1487822.8319017047
2021-02-16,1527508.8293634008,1486975.85540011
2021-02-17,1518141.0670342993,1486499.425348368
2021-02-18,1505386.3367229055,1479935.2882258727
2021-02-19,1526629.9092279028,1477190.1612255543
2021-02-22,1498588.8173032354,1465767.2868596327
2021-02-23,1498524.8615537237,1467608.756860048
2021-02-24,1550997.3151574682,1484268.4846274918
2021-02-25,1477307.846214826,1447935.3620766848
2021-02-26,1483710.2343640877,1441057.3590026447
2021-03-01,1530480.9073834966,1475341.213830411
2021-03-02,1506467.3102250646,1463419.2002880182
2021-03-03,1480241.5630193304,1444297.840325313
2021-03-04,1447915.7713151523,1424919.3872228866
2021-03-05,1479150.3946748327,1452699.5702805868
2021-03-08,1437090.487999494,1444914.2176660374
2021-03-09,1482337.5785642215,1465366.461576807
2021-03-10,1480052.04144531,1474203.080502001
2021-03-11,1502508.0395322393,1489528.1394672587
2021-03-12,1510329.099476392,1491040.6040996432
2021-03-15,1523886.4618669103,1500720.322358795
2021-03-16,1522455.178087766,1498364.6660789375
2021-03-17,1536408.476952131,1502679.0305234639
2021-03-18,1515914.723595197,1480498.6776088953
2021-03-19,1521195.5495763372,1479606.375171357
2021-03-22,1538111.9409375738,1490000.7846648789
2021-03-23,1507885.4009385656,1478630.805943144
2021-03-24,1510547.12082916,1470546.6344800212
2021-03-25,1518849.7894940923,1478252.6897850481
2021-03-26,1562813.6291585516,1502837.8097695394
2021-03-29,1555304.4489579748,1501533.3274868107
2021-03-30,1555128.6275754522,1496791.736094123
2021-03-31,1575314.7130876137,1502213.8627205717
2021-04-01,1618869.022160108,1519977.8447563616
2021-04-05,1651483.955273206,1541923.629028908
2021-04-06,1642765.2026162697,1540422.5189588882
2021-04-07,1643910.219598848,1542695.0007615865
2021-04-08,1649239.528693227,1549206.14992638
2021-04-09,1653981.057053818,1561165.919696473
2021-04-12,1652312.5094498715,1560859.808080202
2021-04-13,1651601.586168962,1566002.0401286848
2021-04-14,1649781.482030397,1559600.651733417
2021-04-15,1667646.4930998683,1576903.1585069213
2021-04-16,1667836.6884397313,1582593.917462486
2021-04-19,1662682.7145135875,1574195.7877343032
2021-04-20,1657068.4390066145,1563487.604602752
2021-04-21,1676609.9377506252,1578037.5069812096
2021-04-22,1671567.8891618724,1563502.7440192383
2021-04-23,1680318.02419548,1580589.7910483584
2021-04-26,1669894.2941883083,1583406.8302769868
2021-04-27,1670996.9949281688,1583066.5626601062
2021-04-28,1664418.690386581,1581728.0166902835
2021-04-29,1679042.4657543178,1592424.9375729854
2021-04-30,1668008.8429315565,1580967.9072064545
2021-05-03,1681206.9706638332,1585312.5504839537
2021-05-04,1674157.338405418,1574725.298057262
2021-05-05,1662534.5604722972,1575833.0602391844
2021-05-06,1664119.242605972,1588700.4564903325
2021-05-07,1696098.507287788,1600414.4876830692
2021-05-10,1690598.2333791729,1583713.1265202882
2021-05-11,1666344.6423480983,1569976.136956331
2021-05-12,1634475.292753982,1536301.0897610465
2021-05-13,1649622.8928716655,1555002.7001703184
2021-05-14,1667703.6546772,1578200.163394922
2021-05-17,1668930.834305572,1574207.2346101832
2021-05-18,1658683.6444490429,1560799.250414257
2021-05-19,1654205.0632980342,1556205.176018795
2021-05-20,1670906.8314817424,1572630.5197712472
2021-05-21,1680187.795604515,1571397.7650897978
2021-05-24,1688509.5625484462,1586972.347486534
2021-05-25,1686418.7140634533,1583599.5808966411
2021-05-26,1677878.586528587,1586571.7068307386
2021-05-27,1690401.3815229412,1588420.561912367
2021-05-28,1691886.3580282207,1589641.869717936
2021-06-01,1691678.601207542,1588859.235736408
2021-06-02,1687578.5734699245,1591158.2115179573
2021-06-03,1684896.701613235,1585384.3703987482
2021-06-04,1697261.1340969082,1599389.8076647911
2021-06-07,1691675.555521774,1598115.51190152
2021-06-08,1689825.641602325,1598395.2218524553
2021-06-09,1682074.2014120098,1595479.9610436964
2021-06-10,1698001.7595985408,1602902.5215436665
2021-06-11,1703681.5748880382,1606025.672388566
2021-06-14,1696008.399218368,1608940.9331973249
2021-06-15,1700094.8088367458,1605704.2367287783
2021-06-16,1685406.1207616802,1597049.2908014199
2021-06-17,1686520.1089046474,1596353.4315241424
2021-06-18,1664763.7162540432,1575402.1407504166
2021-06-21,1697636.7728641506,1597461.3783330948
2021-06-22,1703918.4346607204,1605647.5562304698
2021-06-23,1697640.608520317,1603908.1849778215
2021-06-24,1702105.9578140257,1613228.8959765155
2021-06-25,1708607.5236881252,1618601.911812899
2021-06-28,1700820.9035299297,1622348.917393251
2021-06-29,1689174.770664024,1622798.8534661417
2021-06-30,1691296.5508640285,1624954.1894181017
2021-07-01,1706394.7852180477,1633439.093850535
2021-07-02,1712496.03570919,1645690.0204474437
2021-07-06,1705859.600124168,1642362.67210701
2021-07-07,1710056.0433476102,1647879.3277729827
2021-07-08,1697946.8159798274,1633771.7917591725
2021-07-09,1713102.2033444706,1652197.3847581155
2021-07-12,1718012.3515334355,1657899.40596253
2021-07-13,1708151.777529861,1652068.8843450125
2021-07-14,1704056.538008373,1653993.436509072
2021-07-15,1692218.3713948247,1648597.7115479591
2021-07-16,1679861.1472460744,1636169.1737478825
2021-07-19,1660182.5278827397,1610203.9667117465
2021-07-20,1692434.945523834,1634618.8605742825
2021-07-21,1717792.9246671635,1648091.09497676
2021-07-22,1719146.7655269883,1651414.7507765875
2021-07-23,1738874.333772804,1668169.0998970703
2021-07-26,1743905.0181179463,1672143.012097686
2021-07-27,1741769.9306035764,1664263.1304436126
2021-07-28,1738398.027273193,1663953.1416597047
2021-07-29,1752689.6902768856,1670951.9831250894
2021-07-30,1753374.754184509,1661918.7364126046
2021-08-02,1748584.8607290036,1658856.1432336501
2021-08-03,1760096.9139173275,1672464.447757474
2021-08-04,1761783.4528806454,1664716.94368414
2021-08-05,1774495.0645978695,1674714.3127489581
2021-08-06,1767314.5239942318,1677519.9051017065
2021-08-09,1764097.0392186886,1675943.1902627703
2021-08-10,1762388.324935699,1677606.8644329873
2021-08-11,1767608.9852102047,1679747.060968461
2021-08-12,1770247.4478414303,1686711.931060267
2021-08-13,1776885.867088104,1689422.9943734913
2021-08-16,1787558.6312864071,1693850.7198146344
2021-08-17,1765023.7182729489,1681890.9500445414
2021-08-18,1749817.14819696,1663813.194370722
2021-08-19,1770513.517917419,1665904.0954891
2021-08-20,1782889.2915761715,1679467.1663904954
2021-08-23,1798451.4399755246,1693782.5924404461
2021-08-24,1803098.5124471432,1696316.0445505024
2021-08-25,1812494.871936584,1700082.0667149774
2021-08-26,1798372.242000366,1690179.2266896835
2021-08-27,1822453.3966024169,1705065.7041444152
2021-08-30,1826426.2866590268,1712408.6903943173
2021-08-31,1827170.6458356625,1710098.4523639185
2021-09-01,1821359.7267110592,1710631.4706004532
2021-09-02,1823667.709953094,1715494.1773250313
2021-09-03,1823973.2179105529,1714919.433379644
2021-09-07,1811236.2832067255,1709096.2968433395
2021-09-08,1823567.8598478085,1706842.7393112488
2021-09-09,1822845.6151654965,1698981.689614268
2021-09-10,1822581.2466542963,1685861.1697045506
2021-09-13,1802066.26154306,1689699.01178382
2021-09-14,1810752.3066442255,1679988.9223781808
2021-09-15,1824342.94488504,1694225.1434321243
2021-09-16,1811415.5571096188,1691597.1622825442
2021-09-17,1791156.8301389462,1676185.2362995204
2021-09-20,1769452.642112518,1647728.1182351501
2021-09-21,1765447.2799718624,1646389.5722653274
2021-09-22,1785978.425945068,1662062.5608692241
2021-09-23,1819264.9911878356,1682231.2176614217
2021-09-24,1821769.2687566525,1684688.9726890465
2021-09-27,1802571.294696594,1680011.63150291
2021-09-28,1754908.811717773,1645799.6889034538
2021-09-29,1760245.8876798395,1648382.2518035753
2021-09-30,1732429.4156644589,1628750.4904155491
2021-10-01,1749434.5354230648,
