account_rewards,date
4196.443223442184,2021-07-06
-12109.227367782732,2021-07-07
15155.38736464316,2021-07-08
4910.148188964929,2021-07-09
-9860.574003574438,2021-07-12
-4095.2395214880817,2021-07-13
-11838.166613548296,2021-07-14
-12357.224148750305,2021-07-15
-19678.61936333473,2021-07-16
32252.417641094187,2021-07-19
25357.979143329663,2021-07-20
1353.8408598250244,2021-07-21
19727.568245815346,2021-07-22
5030.68434514245,2021-07-23
-2135.0875143699814,2021-07-26
-3371.9033303833567,2021-07-27
14291.663003692636,2021-07-28
685.063907623291,2021-07-29
-4789.893455505371,2021-07-30
11512.053188323975,2021-08-02
1686.538963317871,2021-08-03
12711.611717224121,2021-08-04
-7180.540603637695,2021-08-05
-3217.484775543213,2021-08-06
-1708.714282989502,2021-08-09
5220.660274505615,2021-08-10
2638.462631225586,2021-08-11
6638.419246673584,2021-08-12
10672.764198303223,2021-08-13
-22534.913013458252,2021-08-16
-15206.57007598877,2021-08-17
20696.369720458984,2021-08-18
12375.773658752441,2021-08-19
15562.148399353027,2021-08-20
4647.072471618652,2021-08-23
9396.359489440918,2021-08-24
-14122.629936218262,2021-08-25
24081.15460205078,2021-08-26
3972.8900566101074,2021-08-27
744.3591766357422,2021-08-30
-5810.9191246032715,2021-08-31
2307.983242034912,2021-09-01
305.5079574584961,2021-09-02
-12736.934703826904,2021-09-03
12331.576641082764,2021-09-07
-722.2446823120117,2021-09-08
-264.3685111999512,2021-09-09
-20514.985111236572,2021-09-10
8686.045101165771,2021-09-13
13590.638240814209,2021-09-14
-12927.387775421143,2021-09-15
-20258.726970672607,2021-09-16
-21704.188026428223,2021-09-17
-4005.3621406555176,2021-09-20
20531.145973205566,2021-09-21
33286.565242767334,2021-09-22
2504.2775688171387,2021-09-23
-19197.974060058594,2021-09-24
-47662.4829788208,2021-09-27
5337.07596206665,2021-09-28
-27816.47201538086,2021-09-29
17005.119758605957,2021-09-30
