date,ADM,AIG,AVB,BA,BIO,BLK,CAG,CPB,DHI,DLTR,EMN,FDX,GWW,HES,HIG,HON,ILMN,INTU,IRM,KIM,KLAC,LHX,LOW,LRCX,LUMN,LUV,MAA,MAR,MCK,MDLZ,MET,MS,MSFT,MTB,MTD,NEM,NVDA,POOL,PPG,RJF,SYY,UNH,VNO,VRSN,WBA,WEC,WHR,WM,WST,ZBH
2018-07-03,-100,-100,100,0,-100,0,100,100,0,100,100,0,0,0,0,0,0,-100,0,-100,0,100,0,0,1,0,100,47,0,1,0,0,0,100,0,0,0,-100,-100,0,0,0,0,-45,0,0,0,0,0,100
2018-07-05,-71,0,-18,0,0,-100,0,-16,100,-1,-100,0,100,-48,-100,0,62,-23,100,1,0,0,-2,0,100,0,0,100,0,0,0,100,0,100,0,0,100,100,-60,0,0,-90,0,-24,0,0,0,0,0,-46
2018-07-06,0,100,100,0,-65,0,-37,0,100,100,100,0,-100,100,-28,87,0,-89,0,100,0,-100,-100,-87,-8,0,-39,0,0,-14,0,0,0,96,100,0,-65,0,-100,-58,0,0,0,23,0,0,0,0,0,-100
2018-07-09,40,-100,78,-22,-100,-75,73,-28,100,100,100,0,0,-68,-80,-87,-62,-100,1,100,0,65,100,-17,76,0,-100,7,0,100,0,-100,0,100,39,0,-100,100,-40,38,0,-100,66,100,100,0,0,100,0,-100
2018-07-10,100,100,64,-29,-35,-100,24,-100,-40,-7,8,1,23,-35,-100,32,0,100,-33,-100,0,55,57,-100,-100,0,-3,100,0,-57,100,0,19,76,-15,0,100,-100,16,94,0,-100,-66,-20,-55,82,75,29,0,-100
2018-07-11,-96,100,37,-40,71,-25,-100,100,66,-37,-21,-1,-23,-100,-92,55,57,87,-68,-100,58,26,100,79,100,0,76,-21,66,-100,-100,0,-19,-6,-100,0,-100,-100,32,100,13,-10,0,100,-26,-82,-75,0,100,100
2018-07-12,-65,-97,-27,5,-71,0,26,100,100,-100,53,43,0,-100,0,-87,26,100,0,-41,-58,100,-100,-100,-29,0,100,-39,100,100,0,100,0,100,49,0,-60,-100,-48,100,-13,0,0,-78,-100,87,36,-60,-21,-100
2018-07-13,-30,-100,-100,84,39,4,-11,100,94,0,46,-36,0,-100,72,80,-83,-34,9,-100,0,100,100,33,54,48,75,52,-100,-44,0,100,0,58,66,0,100,-28,100,0,0,0,0,0,95,-87,-36,53,0,-21
2018-07-16,0,-32,0,0,-39,-4,0,0,0,0,0,-7,100,0,0,-23,0,0,-9,0,0,0,0,0,0,-48,-95,-60,-66,0,14,100,0,0,63,0,-37,0,-54,0,0,0,0,-15,0,0,0,0,-79,-56
2018-07-17,-78,100,-6,-15,0,0,1,100,-22,0,-100,0,40,-12,-72,0,0,-100,95,100,0,-100,96,0,100,0,1,-100,0,-50,66,-95,0,100,0,0,0,100,95,-100,0,0,0,100,-1,0,0,-100,0,0
2018-07-18,0,100,100,0,0,0,-100,100,100,-94,-13,0,-18,-37,0,-51,0,-100,0,100,0,100,100,0,100,0,-20,-4,0,32,0,-79,0,0,0,0,-40,100,-68,-100,0,0,0,0,100,0,0,0,0,-48
2018-07-19,0,100,100,-13,0,0,-100,100,100,100,-100,0,0,0,0,-6,0,-75,-95,0,0,-81,100,100,100,0,-62,21,0,0,-80,-73,0,100,-100,0,-100,100,100,0,0,0,0,100,0,100,0,-22,0,0
2018-07-20,0,0,100,-100,0,0,100,100,100,100,-73,0,-100,0,0,0,0,-19,0,-23,0,0,-100,-22,40,0,0,-100,0,-20,0,-53,0,100,66,0,0,100,-58,0,0,0,0,0,0,-73,0,0,0,100
2018-07-23,0,-24,100,-100,100,0,-100,100,-70,-71,0,0,-22,0,0,0,0,-39,0,4,0,-13,0,-100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-67,0,100,0,100,0,100,0,0,0,0
2018-07-24,0,0,0,-26,-100,0,-48,0,1,100,0,0,0,0,0,4,0,0,0,100,0,-49,0,0,100,0,-20,0,0,-100,0,0,0,100,61,0,0,0,-15,-3,0,0,0,0,-27,-33,0,0,0,-52
2018-07-25,100,0,-28,0,0,0,0,1,-1,-66,0,0,0,0,0,0,0,-8,0,1,0,-36,-79,63,0,0,0,-3,0,100,0,0,100,100,0,0,100,0,100,-13,0,-100,0,0,0,-41,0,0,0,-77
2018-07-26,-100,-447,-900,-44,0,0,-221,-1157,-728,-624,0,0,0,0,0,-4,0,0,0,-442,0,-567,-672,-249,-1036,0,-313,0,0,-348,0,0,-100,-1124,-229,0,-198,-472,-100,-291,0,0,0,-641,-386,-53,0,0,0,0
2018-07-27,8,35,76,0,17,0,100,15,100,100,100,60,0,100,100,0,32,100,0,0,0,0,52,61,0,1,0,0,37,0,0,0,0,100,0,35,0,3,81,0,0,0,0,0,0,57,21,0,0,87
2018-07-30,-8,-15,-52,0,-17,100,-63,100,85,-29,100,33,39,-48,-100,7,-32,55,0,0,100,69,100,100,100,-1,0,0,-37,71,82,0,10,-38,0,-35,0,-3,-81,0,0,100,0,0,0,-43,21,100,0,50
2018-07-31,0,-20,-24,0,0,-100,-37,-115,-185,-71,-200,-93,-39,-52,0,-7,0,-155,0,0,-100,-69,-152,-161,-100,0,0,0,0,-71,-82,0,-10,-62,0,0,0,0,0,0,0,-100,0,0,0,-14,-42,-100,0,-137
2018-08-01,0,95,100,0,0,12,0,0,100,100,100,43,0,0,34,0,0,0,0,47,0,0,85,0,0,84,29,0,42,0,43,29,0,100,0,0,0,0,40,0,0,53,0,77,0,0,0,0,0,71
2018-08-02,0,67,100,0,0,-12,0,0,44,32,-100,95,0,0,47,86,0,100,0,-47,0,57,-85,15,0,100,-29,0,31,0,-43,64,0,-84,17,0,100,70,100,0,0,-53,0,100,100,89,100,0,100,100
2018-08-03,0,-100,-100,0,0,0,0,0,43,93,3,-100,6,83,-13,-86,32,73,0,0,29,69,7,52,0,-100,83,63,-73,41,0,50,0,-16,-17,0,100,-70,-27,100,55,100,0,-100,-86,-89,72,72,-19,-100
2018-08-06,81,-46,100,0,30,0,0,70,100,91,-3,-38,6,-6,15,12,61,100,0,0,100,82,16,-67,32,-52,-83,94,0,34,100,77,0,58,0,0,-100,93,100,100,0,-82,0,-8,100,0,-99,-72,-81,15
2018-08-07,-81,-16,-24,34,-30,0,0,43,100,-100,0,0,-5,32,-83,-12,-40,-87,0,0,-85,8,71,0,100,-32,0,-70,92,4,-84,78,0,-7,0,0,83,69,-100,14,86,-18,0,-30,51,0,-73,0,26,30
2018-08-08,100,0,52,-34,62,0,32,100,100,100,100,100,93,-55,0,0,-20,82,44,0,-44,100,77,0,26,100,0,-83,-30,-79,11,38,0,100,0,0,100,22,-100,56,53,0,0,-39,68,100,0,0,-26,12
2018-08-09,-100,100,100,100,-62,0,71,-100,57,5,77,16,37,-54,0,100,-33,70,-44,0,0,-100,100,0,-36,-100,0,100,100,65,-27,38,0,100,0,0,-4,-83,-13,58,100,0,0,0,-35,-63,0,0,3,63
2018-08-10,0,-10,100,-100,0,0,44,-75,74,100,100,23,60,0,53,100,34,100,0,0,0,-90,-100,27,-8,0,0,100,-100,-61,10,-100,0,100,0,0,-83,-65,52,100,-5,0,0,35,22,100,0,0,-3,100
2018-08-13,100,-26,-17,0,0,100,-100,-31,-62,100,-32,-76,-78,52,100,-23,-6,11,0,0,57,63,53,-20,-92,100,0,100,-62,-4,-10,46,0,0,64,0,100,100,74,20,-22,2,0,-1,27,-100,33,0,0,-32
2018-08-14,-42,100,54,0,0,100,-47,66,35,100,94,-63,-100,-2,100,12,-28,100,0,30,26,61,100,-7,-22,-98,0,40,0,77,15,-31,0,100,-64,0,-16,-26,-2,100,38,3,0,-34,100,-37,-33,0,100,80
2018-08-15,-58,9,100,0,13,100,0,100,16,-14,100,0,62,57,97,-100,100,25,0,100,-83,100,100,0,0,100,100,-2,59,83,17,0,0,16,0,0,-61,0,-28,24,32,-5,14,100,32,42,14,0,-35,54
2018-08-16,0,-100,100,0,-13,-69,0,-2,100,95,100,43,-81,-88,-89,-89,-61,-8,0,24,89,-100,-44,0,0,-100,-100,100,89,-71,-32,100,0,9,0,0,9,80,-61,92,1,0,-14,100,30,-30,-14,0,-36,100
2018-08-17,0,100,0,0,0,7,0,-64,-72,-5,0,-43,100,-19,-100,0,100,0,0,95,100,100,81,1,0,-2,0,100,-71,-89,0,-56,0,-56,0,91,0,100,-27,94,0,100,0,100,-100,0,0,0,-29,77
2018-08-20,0,100,0,100,0,0,0,100,100,100,0,0,0,0,-100,0,67,-100,9,0,0,0,0,0,100,0,0,-15,-77,0,0,-100,0,-57,0,-91,0,100,-8,-98,0,-100,0,-32,0,-12,0,0,0,-71
2018-08-21,0,0,-100,0,0,-21,0,0,2,-2,-87,100,0,0,-61,0,0,0,0,2,0,0,0,0,100,0,0,-33,0,100,0,-45,0,0,0,0,0,89,0,-16,100,0,0,-37,0,0,0,0,0,-23
2018-08-22,0,-100,-12,-100,0,-100,0,100,100,13,0,-21,-37,0,0,0,0,-6,0,3,-27,0,-15,-1,100,0,0,0,0,-100,0,-100,0,100,98,100,100,0,0,-100,100,0,0,100,100,0,0,0,0,0
2018-08-23,0,0,-100,0,0,-5,0,100,100,0,0,100,-63,0,0,0,0,-100,35,-88,-100,-8,100,0,100,0,0,100,0,0,0,-88,0,100,-1,-100,0,100,100,0,-35,0,0,0,-33,0,0,0,0,-100
2018-08-24,0,-2,-92,0,0,-76,0,100,100,0,-25,-100,0,0,0,0,-46,-1,0,100,-62,0,0,100,24,0,0,-3,0,0,0,0,0,100,60,0,0,0,100,-63,0,0,0,0,0,0,0,0,0,100
2018-08-27,3,-100,100,0,0,-36,0,-7,100,-67,-38,0,0,0,0,100,-100,-68,0,0,0,-1,100,100,100,0,0,-100,0,0,0,0,0,0,79,0,-100,100,-10,-100,-100,0,0,0,0,0,0,0,0,-100
2018-08-28,100,-71,33,0,82,0,0,100,81,-17,93,-79,0,0,0,6,-17,-100,28,96,43,-100,27,-66,31,18,34,-100,0,0,0,0,0,33,-31,0,-28,10,-97,-55,100,0,0,100,100,82,0,64,0,-94
2018-08-29,-100,0,-6,0,-82,0,0,0,-8,0,0,0,0,0,0,0,100,100,-72,-100,0,55,0,-100,1,-18,-34,0,0,0,100,0,0,100,0,0,0,0,0,0,-100,0,0,0,-20,0,100,0,0,-81
2018-08-30,-3,0,-100,0,0,0,0,0,100,-20,-40,0,49,0,0,0,-32,-91,0,0,-32,-32,0,100,100,0,0,0,0,100,0,0,0,100,0,0,100,100,0,0,0,0,0,1,0,0,-100,0,0,-87
2018-08-31,0,0,-46,0,0,0,0,100,100,-100,100,0,-19,0,0,0,0,-93,0,-67,-11,0,0,-100,100,0,100,-100,0,0,0,0,0,0,100,1,0,0,-93,0,19,0,0,100,-11,-69,0,-64,0,-100
2018-09-04,0,100,0,100,0,49,5,-68,0,0,-100,0,-29,0,0,0,-72,0,0,0,0,0,-92,-34,0,0,-44,-100,0,0,0,0,0,0,0,-1,-50,100,0,-100,0,0,0,0,0,-13,0,0,0,100
2018-09-05,0,100,51,84,0,-49,-5,-51,100,100,-100,0,-1,0,0,-13,-11,-100,0,100,0,100,-7,0,100,0,-56,-29,0,96,-18,0,0,-22,-7,0,0,100,0,-100,0,0,0,-51,0,0,90,0,0,-100
2018-09-06,0,-35,0,-18,0,0,0,100,100,97,100,0,0,0,0,-47,-28,-7,0,-56,0,-92,100,0,100,0,0,0,0,100,7,0,0,100,-41,0,0,94,100,-100,0,0,0,-53,0,0,0,0,0,-14
2018-09-07,0,0,49,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-45,0,-95,0,0,1,0,0,-91,0,0,0,0,0,0,0,0,0,100,0,-26,0,0,0,0,-19,0,-73,0,0,100
2018-09-10,0,0,0,-39,0,0,0,100,100,0,-30,0,0,0,0,100,0,0,1,-100,0,-91,0,0,0,0,0,-71,0,-100,100,0,0,0,-17,0,14,100,-46,0,100,0,0,100,100,0,-17,0,0,-100
2018-09-11,0,-23,100,-100,0,0,0,100,100,0,100,0,0,0,0,61,0,0,-1,-13,0,0,1,0,100,0,0,0,0,0,0,0,0,0,-21,0,-63,100,-54,0,0,0,0,0,0,0,0,0,0,0
2018-09-12,0,0,0,0,0,0,0,1,0,0,-100,0,0,0,0,100,0,0,0,-18,0,0,100,0,100,0,0,0,0,-95,-75,0,0,0,-30,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-13,0,100,-18,0,0,0,0,0,100,0,-100,0,0,0,0,-3,0,0,0,0,0,0,0,0,100,0,0,0,0,-68,0,0,0,0,0,0,-100,0,0,0,-1,0,0,31,100,0,0,0,0,0
2018-09-14,0,100,0,-27,0,0,0,100,3,0,0,0,0,0,0,0,0,0,0,-63,0,-9,0,0,100,0,0,0,0,0,-100,0,0,-5,0,0,0,0,0,0,0,0,0,26,-69,100,0,0,0,0
2018-09-17,0,0,7,0,0,0,0,0,0,-22,-100,0,0,0,0,-31,0,0,0,0,0,-57,0,0,100,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,-15,0,0,0,0
2018-09-18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-14,0,0,0,0,0,-100,40,0,0,-17,0,0,0,0,0,0,0,0,0
2018-09-19,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,10,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0
2018-09-20,0,-98,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,-10,0,-20,0,0,100,0,0,100,0,100,34,0,0,-78,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0
2018-09-21,0,0,-97,0,0,0,0,-21,0,-100,0,0,0,0,0,-23,0,0,0,0,0,100,47,0,0,0,0,100,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,0
2018-09-24,0,-52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,100,0,0,0,0,-100,-4,0,0,0,0,0,0,0,53,0,0,0,0,0,-12,0,0,0,0,0
2018-09-25,0,0,0,0,0,0,0,0,1,0,-84,0,0,0,0,0,0,0,0,-1,0,-13,100,0,-42,0,0,0,0,-33,0,0,0,0,9,0,0,0,-53,0,0,0,0,0,0,0,0,1,0,0
2018-09-26,0,-74,-9,77,0,0,0,5,0,0,-68,0,0,0,0,0,0,0,0,-1,0,-28,0,0,100,0,0,-100,0,0,0,0,0,-100,0,0,-5,100,0,0,-51,0,0,0,0,0,0,0,0,0
2018-09-27,100,-47,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,72,0,0,0,0,0,0,0,0,0,-11,0,0,-89,0,0,0,0,0,0,0,-88,0,0,0,0,0
2018-09-28,100,0,-44,0,0,0,0,100,0,-46,-60,0,0,0,0,0,0,0,0,0,0,0,0,-20,-9,0,0,-20,0,0,0,12,0,0,25,0,-36,0,0,0,0,0,0,0,0,0,0,0,0,0
