account_value,date,daily_return
1112017.4393736164,2019-10-03,
1126437.3441493465,2019-10-04,0.012967336900626902
1122670.073042226,2019-10-07,-0.003344412475924541
1104599.385337537,2019-10-08,-0.01609616942555614
1116816.6726228574,2019-10-09,0.011060378493318757
1121745.9052946179,2019-10-10,0.004413645312246306
1134088.9738598033,2019-10-11,0.011003444279962471
1130687.7033655406,2019-10-14,-0.0029991213852355036
1143363.15366385,2019-10-15,0.01121039015510683
1138595.476520753,2019-10-16,-0.004169871250284007
1148667.9123537303,2019-10-17,0.008846369093047812
1148881.7058145762,2019-10-18,0.00018612295037279125
1158007.8541643382,2019-10-21,0.007943505674756546
1148973.8131792308,2019-10-22,-0.007801364172634884
1146095.3029978038,2019-10-23,-0.0025052878911679954
1161722.8838388682,2019-10-24,0.013635498549019465
1162620.4321748973,2019-10-25,0.0007726010639157455
1170167.8155977488,2019-10-28,0.00649170031248536
1171614.423496461,2019-10-29,0.0012362396909482154
1175855.400337434,2019-10-30,0.0036197717917441086
1170252.769478059,2019-10-31,-0.0047647277528913845
1179169.0858537913,2019-11-01,0.007619137171287482
1176502.0629045726,2019-11-04,-0.002261781606399227
1179112.2363397838,2019-11-05,0.0022185880650027467
1186011.9832269908,2019-11-06,0.00585164556397566
1180829.881763673,2019-11-07,-0.00436935000371419
1185889.1025087596,2019-11-08,0.0042844619900119785
1183045.0141870738,2019-11-11,-0.002398275113304482
1184619.3441850902,2019-11-12,0.0013307439523746467
1191098.4305422069,2019-11-13,0.005469340331913708
1195651.847500062,2019-11-14,0.003822872099480845
1210969.0294840098,2019-11-15,0.012810737520268844
1205548.6740228892,2019-11-18,-0.004476047965842889
1204950.7469026805,2019-11-19,-0.0004959792442170707
1194559.9839098216,2019-11-20,-0.00862339230011544
1179396.07421515,2019-11-21,-0.012694138342923433
1181047.6902162791,2019-11-22,0.001400391299613446
1191144.5674669505,2019-11-25,0.008549085133744638
1197914.4117815257,2019-11-26,0.005683478311093504
1203263.5847704173,2019-11-27,0.004465404987436861
1194422.3079530955,2019-11-29,-0.0073477473508090085
1182612.7274324656,2019-12-02,-0.009887273908060323
1175445.3415491343,2019-12-03,-0.006060636518678608
1194737.8983766795,2019-12-04,0.01641297655075924
1196640.248710847,2019-12-05,0.0015922742023604108
1205475.5710718394,2019-12-06,0.007383440737941838
1200485.218155122,2019-12-09,-0.004139737906327157
1196409.9379160167,2019-12-10,-0.0033946942265294933
1203015.4825289012,2019-12-11,0.005521138201501907
1211021.7752458812,2019-12-12,0.0066551867646371665
1208191.0897066356,2019-12-13,-0.0023374357068607354
1217394.147400117,2019-12-16,0.007617220298914873
1213563.7912485362,2019-12-17,-0.0031463566337665005
1211502.8412210704,2019-12-18,-0.0016982626231336617
1216294.5968096019,2019-12-19,0.003955216137753181
1224144.5743868113,2019-12-20,0.006454010071080152
1223182.922210908,2019-12-23,-0.0007855707536710277
1224224.5224420787,2019-12-24,0.0008515490302039019
1226173.1562273265,2019-12-26,0.0015917290901514836
1225796.5233881236,2019-12-27,-0.0003071612172310667
1223087.7619249583,2019-12-30,-0.0022097969862715505
1228586.545471406,2019-12-31,0.004495820919500959
1230488.605415559,2020-01-02,0.0015481692772592037
