account_rewards,date
27450.681955135427,2019-01-03
6036.568590866053,2019-01-04
11154.701284532552,2019-01-07
6162.472694100463,2019-01-08
8558.113022465608,2019-01-09
2059.3464357376797,2019-01-10
-5151.519729667692,2019-01-11
15532.722821284318,2019-01-14
-650.7503257312346,2019-01-15
14916.939395187306,2019-01-16
13978.33677773294,2019-01-17
-7632.322042623535,2019-01-18
890.5689365443541,2019-01-22
-2181.5463482323103,2019-01-23
9429.273858060944,2019-01-24
-4525.087481750525,2019-01-25
1929.3070098914905,2019-01-28
7784.653730760561,2019-01-29
5425.553690317203,2019-01-30
477.9522741889814,2019-01-31
14392.581102323486,2019-02-01
6143.449660701794,2019-02-04
99.68510376731865,2019-02-05
-3664.529877540539,2019-02-06
902.067123230081,2019-02-07
4622.136888465844,2019-02-08
16038.876916749054,2019-02-11
1219.2045473365579,2019-02-12
-1461.0230531826383,2019-02-13
9933.6475398998,2019-02-14
1974.4202462825924,2019-02-15
-417.65123036294244,2019-02-19
-2877.2007003887556,2019-02-20
12603.318144445424,2019-02-21
-1806.5648045912385,2019-02-22
-4263.842693834333,2019-02-25
3076.509498799336,2019-02-26
-4692.235053308541,2019-02-27
14777.184193601599,2019-02-28
-6826.892721292446,2019-03-01
-5369.8466676016105,2019-03-04
-9559.633130079252,2019-03-05
-9059.011072439258,2019-03-06
-3804.6048062610207,2019-03-07
13348.47980767442,2019-03-08
3921.997402112931,2019-03-11
7886.832365346956,2019-03-12
-37.86038419522811,2019-03-13
2332.7727216796484,2019-03-14
3234.005420270958,2019-03-15
-134.05148484138772,2019-03-18
-4769.947410375578,2019-03-19
19195.749260131037,2019-03-20
-24475.41106639488,2019-03-21
-1661.0613550377311,2019-03-22
4442.033137844177,2019-03-25
-3546.0982962322887,2019-03-26
9098.244513389654,2019-03-27
10508.19844115246,2019-03-28
16006.570122953504,2019-03-29
-1163.0860319270287,2019-04-01
2863.400798534276,2019-04-02
