date,ADM,AIG,AVB,BA,BIO,BLK,CAG,CPB,DHI,DLTR,EMN,FDX,GWW,HES,HIG,HON,ILMN,INTU,IRM,KIM,KLAC,LHX,LOW,LRCX,LUMN,LUV,MAA,MAR,MCK,MDLZ,MET,MS,MSFT,MTB,MTD,NEM,NVDA,POOL,PPG,RJF,SYY,UNH,VNO,VRSN,WBA,WEC,WHR,WM,WST,ZBH
2020-07-06,2,0,100,99,0,0,0,-93,99,99,98,-84,0,0,0,0,0,-99,-96,98,0,0,0,93,-55,0,-88,0,31,0,-99,0,-80,-99,0,0,0,-18,0,-81,97,95,0,0,0,-99,-80,0,0,-87
2020-07-07,3,0,-99,100,0,0,0,-94,0,99,0,-81,0,99,0,0,0,-1,-99,0,0,-74,0,36,2,0,-89,0,97,0,96,0,0,-1,0,0,0,0,0,99,95,95,98,-80,0,-99,-93,0,0,-95
2020-07-08,0,0,0,100,0,0,99,-89,0,0,-75,0,0,0,0,0,0,0,-96,1,0,99,0,95,-2,0,-13,0,-93,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,-40,0,-99,-93,0,0,-96
2020-07-09,94,0,99,-99,0,0,-99,-73,-35,99,-23,-44,0,-99,0,0,0,0,-93,92,0,97,0,-60,1,0,-51,0,0,0,-99,0,98,99,0,0,0,0,0,-33,42,0,0,-45,0,99,0,99,0,-98
2020-07-10,0,0,2,-48,59,0,100,-94,1,100,99,99,0,99,0,0,0,0,0,-29,0,0,0,0,0,99,-49,0,-35,0,99,0,0,-99,0,0,-93,0,0,-99,0,0,0,-35,0,-71,-40,0,0,-84
2020-07-13,0,0,1,99,0,0,100,-59,0,98,-84,-99,0,0,0,0,0,0,0,99,0,0,0,0,3,0,0,0,0,0,0,0,26,99,0,0,0,0,0,0,0,0,0,0,0,-99,-32,-78,0,-30
2020-07-14,0,0,97,99,-59,0,99,-21,-65,1,-15,0,0,-99,0,0,0,0,-29,1,0,98,0,0,-4,-99,0,0,0,0,95,0,99,-99,0,0,-82,0,0,99,0,0,1,0,0,-99,-96,-21,19,0
2020-07-15,0,0,-96,0,0,30,99,-57,0,0,0,-31,0,0,0,0,0,0,-77,37,0,98,0,0,0,0,0,0,0,0,0,0,-55,0,0,0,96,0,0,87,-23,0,-14,0,0,-76,-25,0,-19,0
2020-07-16,0,0,0,-82,0,0,99,-30,0,99,0,0,0,99,0,0,0,0,0,1,0,99,0,0,1,0,-16,0,0,0,99,0,-67,0,0,0,0,0,0,96,0,-1,0,0,0,0,-77,0,0,0
2020-07-17,0,0,0,19,0,0,99,-4,0,-27,0,0,0,-91,0,0,0,0,0,9,0,0,0,0,-1,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,-97,0,0,0,0,0,0,0
2020-07-20,0,0,-54,-86,0,0,100,-83,0,1,0,99,0,-8,0,0,0,0,-54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
2020-07-21,0,0,99,-28,0,0,99,-71,0,0,0,99,0,0,0,0,0,0,-85,4,0,-71,0,0,0,0,0,0,0,0,-13,0,-1,35,0,0,-5,0,0,0,0,0,-81,0,0,0,-82,0,0,0
2020-07-22,0,0,-96,-51,0,49,90,-82,0,99,0,-21,0,0,0,0,0,0,-95,86,0,-78,0,-22,2,0,0,0,0,0,96,0,92,-35,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0
2020-07-23,0,0,73,-44,0,-11,-97,-57,0,0,0,-86,0,0,0,0,0,0,0,1,0,-25,0,0,0,0,0,1,89,0,92,0,-23,0,0,0,-61,0,0,0,0,0,-66,0,0,0,-10,0,93,0
2020-07-24,0,0,-48,57,0,0,0,0,0,97,0,99,0,0,0,0,0,0,-40,-59,0,-79,0,-60,1,0,0,-1,-63,0,99,0,-79,93,0,0,-14,0,0,96,-92,0,0,96,0,0,0,0,0,0
