date,ADM,AIG,AVB,BA,BIO,BLK,CAG,CPB,DHI,DLTR,EMN,FDX,GWW,HES,HIG,HON,ILMN,INTU,IRM,KIM,KLAC,LHX,LOW,LRCX,LUMN,LUV,MAA,MAR,MCK,MDLZ,MET,MS,MSFT,MTB,MTD,NEM,NVDA,POOL,PPG,RJF,SYY,UNH,VNO,VRSN,WBA,WEC,WHR,WM,WST,ZBH
2020-01-03,0,0,-49,0,0,0,0,0,0,0,-25,0,-26,0,-47,0,0,0,0,0,-25,0,0,-48,0,0,0,-42,-82,0,0,0,0,0,58,13,0,0,-100,0,0,100,-3,0,0,-32,0,-28,0,0
2020-01-06,0,0,-43,0,100,0,0,0,100,0,100,0,-100,0,-60,0,0,0,0,1,-26,0,0,0,0,-100,-56,-31,-7,0,0,0,0,0,-2,100,0,0,-9,0,100,0,-17,-14,1,0,100,-77,60,-20
2020-01-07,0,0,-62,0,0,0,0,0,0,100,0,0,-100,0,0,-100,0,0,0,2,0,0,0,0,0,100,-52,-23,0,0,0,0,0,0,87,-35,1,0,100,0,-45,0,0,-59,0,0,-74,0,0,-16
2020-01-08,67,0,0,73,0,25,0,0,-100,0,0,0,-19,68,-100,-94,0,0,62,-3,100,0,0,-90,14,-30,0,-79,100,100,90,91,0,0,-100,-100,-1,100,100,92,0,55,-83,64,0,0,-26,78,-1,-3
2020-01-09,-67,0,-77,100,-100,-25,0,100,0,-100,-100,100,0,-21,-64,-100,0,0,100,0,31,0,0,-100,-14,0,0,0,0,0,100,100,0,0,100,100,0,0,-35,-92,-20,-75,100,0,1,100,0,-34,0,0
2020-01-10,0,0,-32,-6,0,100,0,0,0,0,0,0,0,12,0,-32,0,0,-31,2,100,0,0,-15,0,0,0,0,0,-82,0,-100,0,0,48,-100,0,-39,0,0,-67,-84,-100,-8,0,-100,0,-10,-38,-100
2020-01-13,0,0,0,-83,0,31,1,-100,0,0,-92,0,0,0,-100,100,100,0,100,100,0,0,0,-26,1,-63,0,0,-77,-18,-2,-91,100,0,-72,-41,100,0,0,100,0,1,100,100,100,0,0,-69,-21,100
2020-01-14,0,0,-37,-84,100,0,-1,0,0,0,0,-100,0,0,0,-32,0,0,0,0,-46,0,90,-95,0,0,0,0,0,0,0,0,-100,0,100,0,0,0,0,-100,0,0,-20,0,-65,0,0,-83,0,-55
2020-01-15,0,0,-86,100,-94,-100,57,26,0,0,-57,0,0,-59,-12,-25,94,0,-38,19,-61,0,100,100,100,-100,89,0,100,0,-100,100,0,49,-100,-74,-9,-3,100,39,0,50,-58,100,100,91,6,93,0,-100
2020-01-16,46,9,-100,100,-6,38,-46,100,0,0,-28,0,0,18,-100,-43,-88,0,-15,-24,37,0,-93,-32,-11,-66,27,61,55,78,-36,-100,1,22,-83,100,-57,-58,-86,100,100,97,100,-11,-100,39,-6,-100,0,94
2020-01-17,-27,0,-23,100,100,100,-11,0,0,0,0,100,0,-18,0,50,-35,0,-81,-97,-100,0,0,-100,0,1,-100,-61,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,-22,0,0,0,0,0,100
2020-01-21,-19,0,100,-99,100,-59,0,-38,0,94,0,0,0,0,-100,-25,89,0,-39,0,0,0,0,-8,-10,-1,-22,1,0,0,100,0,35,88,-100,0,0,0,-100,96,0,100,0,0,0,100,0,-10,0,96
2020-01-22,0,0,-100,-21,0,-43,0,0,0,1,0,29,0,0,-49,0,0,0,-58,0,0,0,-97,0,2,0,-100,0,0,-4,-12,0,-36,0,100,0,100,0,0,0,-17,-57,100,0,-37,0,0,0,0,-12
2020-01-23,14,64,10,-24,41,-67,0,-88,1,-95,66,30,2,41,-100,55,-100,15,100,0,-99,0,100,34,62,73,-33,-1,27,-74,-29,0,88,100,40,10,-47,0,-38,-76,6,-100,-89,-52,100,6,0,0,100,-45
2020-01-24,23,-73,-100,0,-33,0,0,88,-1,4,100,-100,-2,-41,39,-80,84,-15,74,0,-59,0,50,-32,79,-73,-94,0,56,29,63,17,-53,-100,0,0,100,0,32,-100,96,100,63,-100,32,-100,0,0,21,36
2020-01-27,-37,0,0,100,-34,100,100,100,0,-4,-56,-28,0,0,0,0,100,0,0,0,-93,0,-100,0,1,76,0,0,0,-29,-100,0,-4,0,-28,-100,0,100,-37,-59,-58,0,-98,0,0,0,0,0,0,100
2020-01-28,47,0,-15,11,-100,-25,-1,-57,41,67,66,-31,100,61,100,0,100,70,-21,0,-79,100,-50,-2,-100,20,-100,48,-10,100,91,-17,-31,45,-100,100,-22,100,-100,88,-98,95,-41,-30,0,-100,51,100,-100,-100
2020-01-29,55,57,-5,-100,-74,-3,-56,-100,0,-67,-100,100,-65,-61,9,0,-43,-29,4,0,29,48,26,35,96,-96,48,100,9,72,20,97,27,-100,-27,100,38,40,-23,58,100,-100,26,100,-100,-36,97,-35,98,100
2020-01-30,72,-57,-26,0,0,61,-43,100,100,35,16,0,-35,0,100,100,-100,0,-6,0,-51,90,91,-35,100,0,-100,-24,-7,-24,-100,0,-27,100,64,68,100,-100,73,-55,-25,-91,-83,100,-32,0,36,-65,100,-70
2020-01-31,-100,0,-13,-100,0,-54,0,0,-24,100,0,1,0,0,-100,100,100,-18,-41,0,100,0,-74,100,-100,0,-64,0,-100,100,-32,-47,0,-21,0,100,0,0,100,100,0,64,100,-54,0,100,-43,0,-68,-100
2020-02-03,0,0,100,0,0,100,0,-81,3,0,-49,-15,0,0,-41,-79,-73,42,-56,0,100,-100,-43,0,-11,100,0,100,100,0,-53,100,0,0,-64,0,0,-63,-100,0,-81,0,1,0,0,100,100,0,-7,0
