date,ADM,AIG,AVB,BA,BIO,BLK,CAG,CPB,DHI,DLTR,EMN,FDX,GWW,HES,HIG,HON,ILMN,INTU,IRM,KIM,KLAC,LHX,LOW,LRCX,LUMN,LUV,MAA,MAR,MCK,MDLZ,MET,MS,MSFT,MTB,MTD,NEM,NVDA,POOL,PPG,RJF,SYY,UNH,VNO,VRSN,WBA,WEC,WHR,WM,WST,ZBH
2020-02-04,-37,0,0,-67,90,-51,0,0,-18,0,-43,0,0,1,100,0,0,0,-54,0,100,1,0,0,-11,0,-8,0,0,100,0,0,0,100,0,-74,100,-77,0,-100,100,0,0,0,0,-100,0,0,-100,100
2020-02-05,-33,100,100,100,-50,10,0,-50,-75,-35,50,-70,32,100,-12,-17,-82,-65,0,0,100,58,94,-100,0,-100,-100,-41,73,100,0,39,3,-84,0,100,31,0,-73,-91,28,-51,-84,-9,17,100,-100,0,57,85
2020-02-06,0,-97,100,-7,-10,49,0,0,-27,-76,-50,-16,0,-100,-30,0,0,0,1,0,1,-100,0,0,0,0,-36,-63,-19,0,2,0,-3,-53,100,-100,0,0,0,0,-45,0,0,-22,0,-100,-1,0,0,0
2020-02-07,-4,-3,-100,0,0,-50,100,0,0,-4,0,0,-32,100,0,-100,59,100,-1,0,-92,-1,-20,0,-100,100,100,-91,-75,0,0,-100,0,0,100,-75,3,0,0,0,0,-100,-17,0,100,-3,-18,0,0,-37
2020-02-10,100,100,-5,-93,-30,54,-100,0,0,-20,69,100,56,-100,-19,36,49,-100,0,29,100,-47,48,0,45,-22,63,84,-100,72,100,49,31,100,-94,-100,-72,33,0,0,-100,100,0,100,7,-97,-100,0,-65,70
2020-02-11,96,85,100,98,100,-100,0,0,100,0,-69,-100,-56,-1,0,0,100,100,100,100,-26,23,-100,0,-1,100,-66,100,-10,-35,0,0,0,100,-100,97,-100,-9,0,0,100,0,0,-88,-100,0,-22,0,100,-49
2020-02-12,-100,-97,-100,67,67,-91,0,100,-47,100,100,9,68,100,72,-40,-100,-57,-85,49,-100,-72,36,100,0,35,3,-65,-100,-1,64,-100,-18,7,-6,-63,8,-24,100,64,-21,57,79,-57,55,0,0,100,-100,-100
2020-02-13,-68,-6,-43,-100,-100,0,0,-47,1,100,-36,-9,100,-89,-18,0,0,48,-15,-30,100,65,100,100,-75,-53,0,0,-49,0,-41,-38,0,-100,66,0,-2,0,0,100,100,-53,-79,-100,100,1,100,100,100,-48
2020-02-14,-28,100,-1,-65,8,0,100,100,1,-100,-64,0,-100,44,-100,0,-100,-91,0,-64,29,100,41,-73,-67,-100,70,100,-90,-24,-35,0,100,-33,0,-12,100,75,0,0,86,66,69,-11,0,2,52,84,100,57
2020-02-18,0,0,-12,0,-3,70,72,72,-55,-82,70,97,0,-55,58,80,100,0,0,0,0,-100,-47,-68,0,-60,-100,-49,100,-53,-43,0,0,-55,0,1,-12,-18,-5,0,-16,0,-22,0,-55,0,-17,-100,-21,42
2020-02-19,68,1,70,66,-56,61,-48,-78,0,-18,82,-97,100,100,100,-2,-41,78,0,-84,-12,-65,-1,-59,40,0,-59,100,100,0,-47,100,83,-27,-40,29,-61,29,-20,-100,-79,-80,-47,0,100,-3,56,-100,-31,-75
2020-02-20,74,100,0,-12,-16,45,-61,0,0,0,100,0,0,0,91,0,0,-22,0,0,70,0,0,0,-40,0,-39,-65,-54,5,0,-8,-66,-66,0,100,0,-11,-3,0,-43,0,67,0,-14,100,-41,-2,-52,100
2020-02-21,-100,-100,100,100,0,-100,73,100,100,100,-100,49,15,-35,-100,100,-80,48,42,51,-14,0,-50,0,55,0,-100,46,-92,-79,0,100,31,-24,-26,-69,-33,-40,-72,-27,-100,100,-37,0,-97,68,86,-82,-30,100
2020-02-24,-42,0,0,0,100,-15,-19,-100,84,75,0,-49,-15,-40,-100,77,0,-100,-42,100,-71,100,0,0,-50,0,-64,100,0,100,0,-74,-100,-48,44,100,100,0,0,0,0,-80,0,0,0,0,-76,0,100,-76
2020-02-25,0,0,0,0,-10,0,0,0,0,100,0,0,-100,100,100,0,88,100,0,0,-45,0,100,0,-5,0,1,0,-54,-100,0,-100,100,0,-9,-100,0,0,0,-19,100,-68,-30,0,100,-25,-70,0,-86,0
2020-02-26,39,40,82,-50,-90,-61,54,-17,41,75,-44,0,28,100,100,-100,29,38,68,-74,100,-83,5,0,0,0,100,-7,57,-50,0,-18,60,0,-35,-29,25,-35,35,-18,-15,100,14,0,-7,100,-90,100,-91,57
2020-02-27,100,-73,12,-39,0,0,-67,-89,0,-56,-86,0,0,100,-99,-54,0,-66,-68,1,-100,100,-100,0,0,0,100,100,-57,0,0,0,-100,100,100,0,0,0,-10,0,-100,-90,-14,0,0,100,0,-10,0,0
2020-02-28,100,-43,51,0,0,0,0,0,-100,0,-22,0,0,0,0,0,-100,0,0,0,0,0,-100,0,0,0,-88,0,0,-17,0,0,0,-78,100,0,-100,0,-25,0,-18,0,0,0,-100,-34,0,-12,0,0
2020-03-02,-100,100,-31,0,0,0,0,1,100,0,100,100,100,0,0,0,-43,-76,0,0,0,0,-6,23,0,0,-100,-62,100,-76,0,0,-37,0,0,-94,-100,0,0,3,0,0,0,0,-100,100,100,0,-25,-45
2020-03-03,100,0,100,0,0,100,1,-42,-66,100,0,-100,0,100,-100,-100,-100,0,0,100,0,-24,0,100,100,0,51,-79,0,-7,0,0,0,-22,-81,0,-70,100,0,0,0,-34,0,0,-6,0,100,-78,100,0
2020-03-04,100,-100,-100,100,0,0,1,0,0,0,0,0,0,-100,0,0,-7,0,0,100,-100,100,0,0,-100,0,-71,0,-100,-20,0,100,-84,0,-16,100,-100,12,100,100,1,100,100,0,0,0,0,0,-43,0
2020-03-05,100,100,100,100,0,-100,-1,0,100,0,0,0,-100,-47,0,-1,0,100,0,-17,-100,100,0,-100,0,76,0,-54,0,81,100,100,0,0,20,55,-69,100,-100,44,-1,0,73,1,4,-96,-27,54,-57,-100
2020-03-06,0,100,0,-72,100,0,86,0,98,-100,0,0,0,-23,-100,0,0,0,100,0,100,65,100,0,1,16,100,-100,0,100,-100,-15,0,0,-88,-58,-2,-100,0,100,0,-43,-67,98,-4,-6,-100,100,62,92
2020-03-09,-439,-307,-973,-193,-100,0,-191,0,-357,-294,-100,0,-96,-255,-192,0,0,-100,-100,-261,-240,-358,-100,-23,-1,-92,-100,-178,0,-344,0,-185,0,0,-35,-670,-49,-112,0,-247,0,-224,-106,-99,0,-307,-73,-154,-62,-2270
2020-03-10,100,0,0,0,68,12,100,0,24,0,0,79,0,58,0,74,0,0,0,24,0,0,0,35,0,0,16,0,0,0,0,83,31,0,0,62,0,0,0,0,0,0,75,0,71,53,0,0,0,63
2020-03-11,-100,0,0,0,-68,-12,-100,0,-24,0,0,-79,0,-58,0,-74,0,0,0,-24,0,0,0,-35,0,0,-16,0,0,0,0,-83,-31,0,0,-62,0,0,0,0,0,0,-75,0,-71,-53,0,0,0,-63
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,100,8,43,0,67,51,0,0,0,100,13,0,0,0,73,100,0,17,67,61,0,96,5,90,22,0,0,0,100,0,100,0,59,20,0,91,4,0,0,0,0,70,0,100,59,100,100,4,1,80
2020-03-31,42,97,-17,38,36,45,1,36,100,-55,43,0,70,63,-15,-100,0,100,-67,100,0,-28,100,-21,-22,0,0,57,-100,0,100,0,89,60,100,100,11,73,100,0,5,37,100,100,-59,100,-100,100,100,60
2020-04-01,47,-94,33,-14,42,10,-1,100,-12,35,91,0,60,-63,-58,0,0,-20,0,-100,0,-68,22,100,100,16,57,49,100,100,91,57,33,41,13,10,100,-63,-52,11,100,53,-61,92,100,-98,0,-25,35,-62
