date,ADM,AIG,AVB,BA,BIO,BLK,CAG,CPB,DHI,DLTR,EMN,FDX,GWW,HES,HIG,HON,ILMN,INTU,IRM,KIM,KLAC,LHX,LOW,LRCX,LUMN,LUV,MAA,MAR,MCK,MDLZ,MET,MS,MSFT,MTB,MTD,NEM,NVDA,POOL,PPG,RJF,SYY,UNH,VNO,VRSN,WBA,WEC,WHR,WM,WST,ZBH
2019-07-05,0,0,0,-29,0,100,0,-81,0,0,100,0,0,0,0,0,14,-100,1,-100,0,0,0,-47,100,100,1,0,0,-100,0,0,-100,100,0,-100,0,1,0,-10,-51,0,-100,0,0,0,100,-77,0,0
2019-07-08,0,0,-82,-61,0,0,0,-100,0,0,91,0,100,0,100,0,-14,-76,-1,-22,0,100,-13,-10,-100,100,-32,-100,0,0,0,100,-36,-87,0,-13,0,-61,0,100,0,66,3,100,100,0,-39,0,0,100
2019-07-09,0,0,0,0,0,0,0,-3,0,0,-6,0,-1,0,0,100,0,-24,0,1,7,0,-100,0,0,0,0,-68,-10,100,0,-18,0,-65,94,0,0,0,0,0,-100,-66,0,-100,0,0,0,-100,0,-100
2019-07-10,0,0,0,0,0,-22,0,0,0,0,-100,0,-99,0,-100,0,0,-100,0,0,0,100,-100,0,1,1,-56,-5,0,-100,0,-30,0,100,91,-100,1,-62,100,-32,0,0,-29,2,100,0,-100,-36,0,0
2019-07-11,0,0,0,100,0,28,100,-97,0,0,100,0,0,0,0,-25,100,-49,1,100,-7,0,100,-13,-1,0,0,0,-47,-7,3,-35,-57,0,-83,-25,0,100,-47,0,-100,100,-100,0,-1,0,0,-61,0,-100
2019-07-12,0,0,0,0,25,-100,100,0,100,0,-100,0,0,0,0,100,-10,-26,-1,1,0,-43,-100,0,0,1,-99,0,0,-100,-3,-17,0,-100,100,0,0,0,0,0,-7,0,-100,-2,0,100,0,0,0,-69
2019-07-15,50,58,100,5,-25,-89,100,-81,-100,10,69,0,0,100,100,14,-60,-74,73,100,0,75,21,-100,100,100,100,0,46,80,0,13,-60,64,-100,0,-1,-42,85,-68,14,-36,26,0,44,-100,-61,100,100,-100
2019-07-16,0,-30,-100,0,0,5,91,-100,3,-4,0,0,93,-17,-69,75,100,0,-73,-100,0,-100,100,81,-60,0,77,100,-4,-100,0,-13,0,-52,100,0,0,-64,-8,0,-54,0,0,0,0,0,0,-100,-100,100
2019-07-17,0,-22,100,-100,0,0,1,-25,-3,-6,0,0,0,0,-31,-100,-20,-6,0,-43,0,0,-25,-50,1,-95,0,-40,-22,0,0,0,0,0,100,0,0,0,-5,0,0,-64,-44,0,0,64,0,-81,0,100
2019-07-18,-50,-6,100,-71,0,0,100,0,100,99,-54,0,-20,-37,0,-42,100,-35,0,100,0,-13,-19,81,-41,0,100,-35,0,-8,0,0,0,-95,0,0,0,-100,-100,100,0,0,7,0,0,100,0,-57,100,-51
2019-07-19,0,0,100,-1,0,0,0,-100,100,0,0,0,0,100,0,-100,-31,-82,0,-100,0,0,-96,-36,1,0,-100,-25,0,-65,100,0,0,0,68,0,0,0,-25,9,0,0,0,0,100,-67,0,0,100,-100
2019-07-22,0,0,100,67,96,-24,-100,-100,-98,0,-100,0,-42,-49,0,-22,0,-100,0,99,0,100,0,100,100,0,-44,0,0,100,-100,9,98,0,-100,100,0,100,0,0,100,0,0,0,-75,-97,100,0,-77,100
2019-07-23,100,0,-100,-100,0,-29,-58,100,89,-61,0,0,100,-63,0,0,84,-35,3,100,54,0,0,-72,-21,0,100,0,100,100,0,-9,-12,-20,-10,-20,100,0,0,100,0,100,-27,0,100,0,0,0,-79,-96
2019-07-24,99,0,100,-51,100,100,100,-100,-26,-37,0,63,100,0,100,0,-57,0,100,-52,0,0,-10,-35,92,0,0,0,-48,0,0,100,94,-95,-100,0,0,-43,0,-21,0,0,2,0,-93,0,-4,100,-44,0
2019-07-25,-100,100,100,100,78,-100,-96,0,100,100,0,0,0,-32,0,0,-35,0,100,-88,-54,-26,-100,0,-100,0,2,0,-80,-18,0,-35,0,-10,-41,100,-100,0,0,-61,100,100,0,100,100,0,-96,0,0,-77
2019-07-26,100,-86,-44,100,67,-43,-100,0,0,100,-100,-24,70,-2,-21,0,-52,0,-2,-14,0,0,-28,69,-72,-2,0,0,-35,0,0,-65,0,100,-44,-100,100,0,0,0,-100,-100,-6,23,-100,0,0,53,0,81
2019-07-29,-100,-14,100,-100,0,0,-100,-71,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,-100,0,3,-100,100,0,0,0,0,0,-9,100,0,-27,0,-78,0,-100,2,0,0,99,-100,100,0,-12,100,0
2019-07-30,100,0,-47,-100,-49,0,-100,-77,66,73,-6,86,-32,94,-79,0,100,56,-100,-10,0,-100,0,-100,-3,-1,-59,94,0,76,0,91,64,-11,-36,-53,60,63,0,0,70,16,100,96,2,100,0,0,0,-65
2019-07-31,-87,0,0,0,-100,0,0,0,99,0,-100,100,0,-94,0,100,0,-56,-29,-41,100,-17,-53,0,0,0,0,-94,0,-92,0,-91,-43,100,-17,0,0,100,0,100,-100,0,0,-54,-14,100,100,100,0,100
2019-08-01,42,0,87,100,0,29,-38,-49,-1,95,100,71,-68,0,0,-68,-92,0,2,100,-27,-31,-75,-100,78,-30,18,3,0,100,0,0,100,79,0,0,-100,-100,0,-100,-19,55,17,-3,-47,19,-100,-9,100,-82
2019-08-02,-100,0,0,-23,38,-29,100,0,-100,-100,100,0,-100,0,69,-32,0,0,0,-13,0,-43,-60,100,1,-100,0,0,100,-62,2,0,-43,100,100,0,-60,0,0,0,-53,-100,-81,-17,0,-100,0,-100,90,-51
2019-08-05,-54,0,-98,-77,-33,0,88,0,-100,0,78,100,-6,100,81,82,100,0,100,-1,-73,0,100,77,6,-25,-100,-3,-59,87,100,0,-6,-45,22,0,0,100,1,-27,0,-71,-100,-28,100,0,0,-35,-43,-78
2019-08-06,78,0,100,100,-28,100,0,0,-97,-28,0,-23,-73,-48,-100,-82,-100,0,100,80,0,-100,-100,68,-85,91,-49,0,70,-17,-100,0,0,0,-46,0,0,0,-1,0,0,0,75,97,-31,-11,0,34,-7,100
2019-08-07,-78,0,0,100,-100,0,-51,0,0,-43,100,0,0,0,0,0,0,100,1,-53,100,-72,-26,-100,0,0,0,0,0,0,-2,0,67,-100,0,0,0,-50,0,0,100,0,0,0,0,-99,0,0,0,100
2019-08-08,0,0,100,-60,-69,0,0,0,-98,0,0,95,0,0,10,0,0,-31,0,-10,0,79,0,0,1,70,-5,0,-100,94,0,0,-75,-48,0,0,0,-65,0,0,0,0,0,95,0,100,100,88,-33,-16
2019-08-09,0,40,92,-97,0,-100,100,0,-34,-33,-100,-97,-22,46,-6,0,20,-4,-23,-92,19,10,27,27,-1,-19,-53,100,48,66,0,95,-100,-36,33,97,17,56,0,0,-100,34,100,-8,46,-100,54,57,42,18
2019-08-12,1,0,-45,0,0,0,-66,0,0,-6,-100,100,100,-71,-54,100,0,100,100,-87,-100,0,-27,-100,0,-86,100,0,100,-43,0,-19,0,-37,-74,100,-1,-100,0,0,0,0,-77,100,0,0,0,8,0,100
2019-08-13,6,-40,51,79,0,0,60,100,3,-100,75,-47,-51,43,83,58,-2,100,48,-55,-19,-73,100,-100,71,35,-42,-100,-100,-80,0,100,10,-100,-57,-100,-16,-93,58,100,81,79,5,-40,-32,43,100,-25,-32,-23
2019-08-14,0,77,0,85,66,67,-45,54,100,-37,68,-64,-49,-37,-64,97,100,-21,52,-100,0,-100,-13,70,-71,-3,-37,0,0,-74,0,-23,-17,0,0,-97,0,-11,0,-17,-69,0,39,-96,-31,57,-6,0,0,-40
