account_value,date,daily_return
1393274.400564239,2021-01-04,
1408772.4651873468,2021-01-05,0.011123483368984388
1424274.7913653788,2021-01-06,0.011004137688033433
1443836.854560205,2021-01-07,0.013734753513451547
1433019.791374021,2021-01-08,-0.007491887433139999
1443220.6316196264,2021-01-11,0.007118422443994632
1460685.903030927,2021-01-12,0.012101594883452194
1455228.06751209,2021-01-13,-0.0037364881166526143
1483544.1896758627,2021-01-14,0.019458202323009655
1466330.5190959524,2021-01-15,-0.011603072358546518
1498256.9266505789,2021-01-19,0.02177299533689747
1493919.4230027746,2021-01-20,-0.002895033268760505
1486274.3203073095,2021-01-21,-0.005117479950892179
1477840.6542831014,2021-01-22,-0.005674367045825246
1475092.022110517,2021-01-25,-0.001859897523199372
1461118.3104177068,2021-01-26,-0.009473111835298864
1402569.748848493,2021-01-27,-0.040071061427240595
1409062.991536672,2021-01-28,0.004629532822528093
1367550.3332820486,2021-01-29,-0.02946117987908492
1397413.801673467,2021-02-01,0.02183719872287826
1430223.9877687048,2021-02-02,0.023479220010526713
1422179.3869453024,2021-02-03,-0.005624713955436289
1449765.7593389105,2021-02-04,0.019397252306448287
1439318.7095904897,2021-02-05,-0.007206025994974885
1469198.7237144064,2021-02-08,0.02075983166537032
1464365.2700000356,2021-02-09,-0.0032898570059677334
1472403.415400083,2021-02-10,0.005489166920796373
1509783.3670878957,2021-02-11,0.025387031364400903
1521150.4777999471,2021-02-12,0.0075289680359749145
1527508.8293634008,2021-02-16,0.004179962243215929
1518141.0670342993,2021-02-17,-0.006132705846947917
1505386.3367229055,2021-02-18,-0.00840154488166911
1526629.9092279028,2021-02-19,0.014111708062425121
1498588.8173032354,2021-02-22,-0.01836796970580068
1498524.8615537237,2021-02-23,-4.2677316668404686e-05
1550997.3151574682,2021-02-24,0.03501607143797347
1477307.846214826,2021-02-25,-0.04751102288991438
1483710.2343640875,2021-02-26,0.004333821258491133
1530480.9073834966,2021-03-01,0.03152278115777429
1506467.3102250646,2021-03-02,-0.015690229811154977
1480241.5630193304,2021-03-03,-0.01740877284739495
1447915.7713151525,2021-03-04,-0.02183818676070759
1479150.3946748327,2021-03-05,0.021572127314636313
1437090.487999494,2021-03-08,-0.028435179293979096
1482337.5785642217,2021-03-09,0.031485206354482376
1480052.04144531,2021-03-10,-0.0015418465752756738
1502508.0395322393,2021-03-11,0.01517243816980951
1510329.0994763921,2021-03-12,0.005205336502949853
1523886.4618669103,2021-03-15,0.008976429306181144
1522455.178087766,2021-03-16,-0.0009392325576479399
1536408.4769521307,2021-03-17,0.009164998132746405
1515914.723595197,2021-03-18,-0.013338740097027069
1521195.5495763372,2021-03-19,0.0034835904018506447
1538111.9409375738,2021-03-22,0.011120458093601293
1507885.4009385656,2021-03-23,-0.019651716623813043
1510547.12082916,2021-03-24,0.00176520038521355
1518849.7894940923,2021-03-25,0.0054964645262935985
1562813.6291585516,2021-03-26,0.028945482277811685
1555304.4489579748,2021-03-29,-0.0048049108738703605
1555128.6275754522,2021-03-30,-0.000113046280193152
1575314.7130876135,2021-03-31,0.012980331757915575
1618869.022160108,2021-04-01,0.02764800500537956
1651483.955273206,2021-04-05,0.02014673989473148
