date,ADM,AIG,AVB,BA,BIO,BLK,CAG,CPB,DHI,DLTR,EMN,FDX,GWW,HES,HIG,HON,ILMN,INTU,IRM,KIM,KLAC,LHX,LOW,LRCX,LUMN,LUV,MAA,MAR,MCK,MDLZ,MET,MS,MSFT,MTB,MTD,NEM,NVDA,POOL,PPG,RJF,SYY,UNH,VNO,VRSN,WBA,WEC,WHR,WM,WST,ZBH
2019-01-29,56,-4,2,14,0,100,-3,88,37,0,100,0,-100,-23,-60,-100,15,-100,100,0,42,0,0,13,0,5,-21,100,37,24,0,-100,0,-96,-96,0,61,-100,71,0,66,94,-100,100,-97,39,41,-99,-100,29
2019-01-30,100,0,-11,99,0,-65,67,-35,-98,100,100,0,100,-100,2,0,72,-5,100,0,-42,11,50,-100,2,93,-53,100,76,100,0,56,100,-100,-52,0,-50,-22,-39,0,90,-9,0,-7,-32,46,-41,39,-99,100
2019-01-31,100,100,0,-16,0,0,0,100,0,0,-100,0,-22,0,-2,-21,0,-28,-54,0,0,-11,-50,-12,-2,0,-52,0,0,-100,0,100,0,0,100,59,0,-42,-33,0,-100,-41,-100,0,0,0,0,-29,0,-18
2019-02-01,-100,-1,100,100,0,0,-53,-100,95,0,-27,0,0,-44,100,0,-100,-100,-100,0,0,0,0,-63,0,-57,100,-100,0,100,84,1,100,-83,-62,0,-11,100,100,0,0,0,0,82,100,100,0,-90,0,100
2019-02-04,-19,-40,0,0,0,70,1,9,0,100,-97,0,0,0,100,0,-74,-37,0,0,0,0,100,-2,0,0,-22,-100,-58,-100,-84,0,-18,100,0,-59,100,-100,100,0,100,-18,-19,100,-60,100,0,-49,0,-78
2019-02-05,0,-59,0,-100,0,-68,2,-62,-100,-56,0,0,0,-6,-65,0,0,47,-22,0,0,0,0,0,100,0,-35,0,-32,-34,100,-6,-65,0,100,0,-20,100,100,0,0,-39,-42,0,0,0,0,-22,100,-37
2019-02-06,49,0,34,-83,0,-100,-29,0,79,47,22,0,-51,0,56,27,0,9,2,36,0,0,-21,0,7,8,-1,-49,-23,0,-67,-29,100,1,-100,0,64,-100,100,0,-59,-29,100,78,-100,85,56,39,100,100
2019-02-07,-5,69,-3,-14,100,0,-100,100,0,-10,-76,100,95,100,-49,100,0,100,0,-36,0,0,0,0,-100,-52,-100,68,-93,100,-20,1,100,100,-53,0,-25,100,0,0,47,100,71,0,100,-100,-56,0,-83,-100
2019-02-08,100,-69,0,100,0,0,0,0,-56,-13,-100,100,50,0,0,-70,0,100,-100,0,0,0,-54,0,0,100,0,-23,0,-19,-13,0,0,-73,0,4,-32,-88,-41,0,100,-42,-100,-30,-100,-100,0,-100,-39,0
2019-02-11,100,0,-27,-80,100,0,-25,100,100,0,-69,0,0,-100,-100,100,0,0,0,0,60,0,-25,100,-7,0,93,-96,0,79,0,-100,-100,-21,0,1,82,-100,100,0,-26,100,-71,0,0,1,0,-88,-78,-31
2019-02-12,55,100,-100,-20,-100,-21,-11,36,-100,-23,-62,100,-94,0,75,-53,0,82,-51,0,-39,0,0,-39,82,100,-82,21,-41,15,0,47,1,100,-13,-5,-30,-15,-37,0,74,100,0,-35,49,-97,100,-44,0,100
2019-02-13,13,-100,-100,66,100,-16,26,-15,-9,-35,-32,-7,-59,6,-100,-100,40,66,-100,100,-6,0,100,-61,86,24,55,31,58,-100,26,-100,-68,95,-94,80,21,-25,100,8,-75,17,0,-27,-60,100,15,-75,0,40
2019-02-14,81,48,-30,-43,-100,3,31,30,-100,-66,0,-58,62,-6,-17,-4,38,3,-35,-100,-15,0,100,0,72,-100,89,-52,63,39,16,16,48,-14,25,36,100,-92,-100,-8,-100,-100,32,-100,70,-66,-100,-100,26,-95
2019-02-15,-2,-48,-84,-23,39,2,-27,15,100,-44,0,-23,-17,0,88,0,100,-65,-69,0,24,17,55,0,-52,63,37,32,-28,100,28,86,-56,-100,98,26,23,13,-88,0,90,-100,5,30,-70,-50,100,100,-26,-51
2019-02-19,-25,7,-7,0,21,-5,100,-9,53,40,0,1,37,0,-76,0,-40,53,11,100,-24,-8,-100,0,69,3,100,-32,45,-98,100,-28,-13,-87,-98,-100,100,-13,-3,2,24,59,100,100,0,-58,100,8,0,-100
2019-02-20,8,-7,50,0,-100,100,24,-76,95,-17,49,100,-100,0,85,75,-3,-100,15,-23,100,-9,14,1,-100,100,-89,0,-94,-70,32,-100,36,68,100,-42,35,100,-91,100,69,-23,42,13,100,100,62,-100,4,-60
2019-02-21,0,0,-14,0,100,84,-34,-78,0,84,24,-27,89,100,-97,-75,100,-44,-59,94,0,0,-20,100,-100,95,-17,98,-62,-46,100,76,-40,-100,0,0,-69,0,-13,-57,-100,-100,75,-41,-78,0,-100,0,0,0
2019-02-22,100,69,53,0,-16,58,-100,-97,-100,29,100,91,45,-100,0,0,-100,-74,100,-77,-92,13,66,100,100,63,8,-40,-91,77,46,-100,100,-100,-77,30,-46,-100,-100,-19,-100,31,100,92,-22,4,1,100,100,0
2019-02-25,-45,-41,-100,0,100,-80,-31,3,-72,-2,0,0,-43,0,91,100,-12,85,100,-2,-8,-13,-35,100,0,-100,95,27,91,-77,100,-20,-51,-72,0,0,100,91,0,-26,-79,0,0,0,80,-59,-33,100,-31,0
2019-02-26,-4,-28,-57,0,-25,-31,-64,-9,62,-89,17,-87,35,30,-91,36,37,-26,-64,-15,0,100,1,52,-100,-100,-40,-85,100,0,-100,-25,-100,45,6,100,16,39,-33,100,-34,-25,-22,-37,-74,-45,100,45,-12,100
2019-02-27,-24,0,0,0,-48,-100,100,100,-10,72,100,11,32,80,0,-100,-100,52,-66,100,58,-13,39,-100,100,6,-41,10,-86,0,42,15,5,100,-54,-69,97,100,4,-7,100,-17,-42,68,-6,87,100,-100,100,-12
2019-02-28,-10,100,0,0,100,-11,100,68,100,-81,-100,-100,0,-6,0,-33,-10,-38,100,-46,0,56,-91,100,-74,22,100,32,-7,100,-7,-15,21,-63,9,100,-83,73,-64,27,65,100,-10,87,0,100,31,-18,-85,-88
2019-03-01,-6,-23,0,0,-100,-20,12,-40,-100,-34,92,-100,100,96,100,-3,-50,10,-46,-49,-58,100,89,-57,100,-63,12,-42,35,-100,56,0,-100,-100,-5,-86,-98,100,100,-16,-64,17,-83,-100,100,100,-57,64,-37,100
2019-03-04,-55,-50,4,0,-100,0,-43,64,22,65,-92,100,-59,-80,-100,0,64,-46,-4,-49,0,100,-79,50,100,57,100,0,-48,0,-90,0,0,95,-4,47,100,-16,-68,12,-90,-100,18,-64,-100,49,17,-100,-39,-100
2019-03-05,100,73,0,100,100,0,-69,-100,100,-58,100,0,100,-21,0,0,0,-100,100,-33,100,0,100,100,16,0,0,87,100,0,-41,0,0,-100,0,0,-39,-15,-30,89,-42,43,-50,-100,0,-61,0,-29,100,0
2019-03-06,-39,-100,-4,-100,-15,0,-37,-92,-100,7,-45,-100,100,-61,20,0,15,-64,100,0,44,47,-22,-100,-4,74,-40,31,54,0,100,0,67,29,16,-100,-21,64,-34,-88,-45,100,29,6,0,-100,-61,64,-90,14
2019-03-07,-59,0,0,0,-100,100,7,0,100,-16,100,0,98,-3,-20,0,11,-100,-40,64,0,-100,-100,0,1,-50,100,78,-9,0,-100,100,-67,100,0,-22,-100,0,100,100,-100,0,100,-100,0,-100,-75,100,100,100
2019-03-08,100,0,0,0,0,-35,1,0,-47,0,0,-11,0,0,0,0,91,100,100,-64,100,-100,-12,-50,0,0,-5,-13,0,5,-100,-66,100,0,-16,0,-32,0,0,-89,100,0,0,0,0,0,0,-76,-3,-100
2019-03-11,100,0,0,0,-56,100,1,0,-28,0,100,5,-12,-35,3,0,0,-100,-93,0,0,82,-100,0,0,79,-80,100,-98,-5,0,-34,-100,-40,0,0,80,-42,-39,100,-19,0,0,100,0,-59,-16,92,-89,84
2019-03-12,100,0,0,0,100,-100,-1,0,100,0,0,75,0,100,-3,0,0,0,0,0,100,-46,-3,0,-100,0,0,-39,100,0,-100,0,100,0,0,0,-15,-32,-63,-100,0,-100,2,100,0,-16,-54,0,-18,-40
2019-03-13,-46,3,100,0,-90,-56,100,79,-56,0,-52,54,91,-78,0,85,-18,-100,23,0,34,-100,100,0,46,6,-100,-97,82,0,100,0,-12,-11,5,0,48,-14,100,-24,-65,-60,75,-68,0,67,-28,24,0,21
2019-03-14,0,-3,0,0,-10,0,-100,58,100,11,-100,100,-28,100,97,-74,65,100,-38,0,-100,-100,-39,0,-6,-100,93,100,-56,42,-75,100,85,-72,-5,0,100,0,-17,50,100,0,97,32,2,-56,-21,22,0,0
2019-03-15,0,46,80,39,0,-9,100,100,76,-11,42,-64,-82,-67,2,49,26,-88,100,0,-100,-26,-63,76,3,0,100,-10,-100,0,-16,100,100,-90,0,0,-45,55,0,90,-42,0,-80,0,-2,71,-79,36,0,100
2019-03-18,-16,0,-6,-9,0,0,0,-59,-100,0,-100,0,0,100,-28,0,0,-75,100,0,0,0,0,0,1,-88,0,0,-100,100,0,16,0,0,56,0,-100,100,0,-69,100,0,0,0,0,-27,0,-68,0,-41
2019-03-19,-100,-46,80,-30,77,0,67,-33,-66,0,100,-100,-48,-87,35,100,2,-77,100,100,36,0,100,-100,-100,10,59,-100,-100,0,25,-37,-62,0,-10,13,100,60,-67,-71,-100,0,-34,-14,95,97,-2,-95,0,87
2019-03-20,90,36,100,74,-55,0,73,-7,-100,100,-100,-27,48,-64,43,16,-18,0,100,98,-43,0,69,-83,-37,-100,-54,91,-100,-100,-78,-86,56,0,-15,-13,-21,12,-16,88,-100,0,-51,78,0,30,0,36,0,-26
2019-03-21,0,-36,-41,-15,-9,100,38,100,-20,-85,16,30,-28,44,-100,-100,-91,-19,100,-59,46,72,100,-100,-47,-42,48,-100,-82,5,65,100,46,100,60,79,-81,-44,22,-100,0,0,100,-17,-95,-62,100,27,0,-5
2019-03-22,-74,0,-29,-59,-13,-100,2,100,100,27,-70,55,-1,-48,-49,-76,100,0,0,0,-52,0,86,0,-56,100,56,100,0,-47,-100,-40,38,37,35,0,-65,85,-22,-92,100,0,-100,-79,100,-81,82,100,0,-100
2019-03-25,0,0,100,0,100,0,-100,100,-55,-10,-100,-62,-41,0,0,0,70,0,0,100,100,0,-27,-56,0,0,0,-25,-16,0,0,0,-30,0,-100,0,-15,-48,0,100,100,100,100,100,100,-39,-70,0,0,-41
2019-03-26,0,0,-17,0,-4,100,-100,-52,0,0,10,0,0,0,0,0,-30,0,-52,2,-100,-34,0,-33,0,0,-100,0,-51,0,0,-100,0,0,63,0,0,0,0,0,0,-18,-68,0,0,0,-100,0,0,-53
2019-03-27,-55,0,-34,100,0,0,0,0,-100,-22,-48,0,0,0,0,0,0,0,1,-10,0,100,-67,0,0,-100,-82,0,0,80,-29,-53,-2,0,0,-79,-52,-33,0,0,-64,0,0,0,-44,0,0,0,0,0
2019-03-28,-31,0,16,25,-96,28,-97,-100,80,7,100,-92,-100,100,0,0,-88,0,8,18,11,76,41,0,52,-29,-66,-100,100,9,39,11,-66,-8,9,100,-23,-100,100,69,43,81,100,9,100,0,10,6,0,100
2019-03-29,0,0,0,100,0,0,-14,-100,-100,-17,100,-36,0,0,2,0,0,100,-60,100,0,0,100,0,2,100,0,-15,-100,-39,-39,0,0,-35,0,-25,-100,-86,-100,-38,0,-14,0,0,0,0,0,-22,0,0
2019-04-01,83,0,-100,51,0,-31,-79,97,56,100,0,-28,39,-22,100,0,-62,-23,-35,-100,90,-98,100,100,-54,-71,-100,85,-41,100,0,-11,-100,66,-17,-37,100,0,0,-100,1,0,-65,0,78,100,-22,-100,1,100
2019-04-02,-74,0,100,-35,0,0,-93,100,-100,4,-47,0,0,0,0,100,-100,100,2,0,0,0,100,0,0,-59,0,-100,0,100,0,0,0,0,0,0,-99,0,0,-26,100,0,0,0,-56,0,0,0,-1,-7
