account_value,date,daily_return
1705859.600124168,2021-07-06,
1710056.0433476102,2021-07-07,0.002460016769924467
1697946.8159798274,2021-07-08,-0.007081187435282965
1713102.2033444706,2021-07-09,0.008925713822136139
1718012.3515334355,2021-07-12,0.0028662319033732064
1708151.777529861,2021-07-13,-0.005739524512017202
1704056.538008373,2021-07-14,-0.0023974681731211422
1692218.3713948247,2021-07-15,-0.006947050376265196
1679861.1472460744,2021-07-16,-0.007302381511533174
1660182.5278827397,2021-07-19,-0.011714432109817818
1692434.9455238339,2021-07-20,0.01942703112423816
1717792.9246671635,2021-07-21,0.01498313374490201
1719146.7655269885,2021-07-22,0.0007881280917998446
1738874.333772804,2021-07-23,0.011475208889316635
1743905.0181179463,2021-07-26,0.0028930695263225115
1741769.9306035764,2021-07-27,-0.0012243141066674568
1738398.027273193,2021-07-28,-0.0019359062704767949
1752689.6902768856,2021-07-29,0.008221168443288018
1753374.754184509,2021-07-30,0.00039086434491153454
1748584.8607290036,2021-08-02,-0.002731813860142651
1760096.9139173275,2021-08-03,0.006583639974741873
1761783.4528806454,2021-08-04,0.000958208011150985
1774495.0645978695,2021-08-05,0.0072151953161097016
1767314.5239942318,2021-08-06,-0.00404652610587275
1764097.0392186886,2021-08-09,-0.0018205501804350321
1762388.324935699,2021-08-10,-0.0009686056067222948
1767608.9852102047,2021-08-11,0.0029622644457181213
1770247.4478414303,2021-08-12,0.0014926732401236986
1776885.867088104,2021-08-13,0.003749995095187586
1787558.6312864071,2021-08-16,0.006006443292721597
1765023.7182729489,2021-08-17,-0.012606530839909369
1749817.14819696,2021-08-18,-0.008615504663511353
1770513.517917419,2021-08-19,0.011827732824418069
1782889.2915761715,2021-08-20,0.006989934577460666
1798451.4399755246,2021-08-23,0.008728611738755276
1803098.5124471432,2021-08-24,0.002583929912326033
1812494.8719365841,2021-08-25,0.005211229128400996
1798372.2420003659,2021-08-26,-0.0077918178720851605
1822453.3966024166,2021-08-27,0.013390528412107194
1826426.2866590268,2021-08-30,0.0021799679838270247
1827170.6458356625,2021-08-31,0.0004075495310558175
1821359.7267110592,2021-09-01,-0.003180282661527589
1823667.7099530941,2021-09-02,0.0012671759500264557
1823973.2179105526,2021-09-03,0.00016752391666052802
1811236.2832067257,2021-09-07,-0.006983071121196449
1823567.8598478085,2021-09-08,0.006808375447984183
1822845.6151654965,2021-09-09,-0.0003960613137655722
1822581.2466542965,2021-09-10,-0.00014503066469284676
1802066.26154306,2021-09-13,-0.01125600581532149
1810752.3066442257,2021-09-14,0.004820047567911434
1824342.94488504,2021-09-15,0.007505520324864845
1811415.5571096188,2021-09-16,-0.007086051343397903
1791156.8301389462,2021-09-17,-0.011183920161864092
1769452.642112518,2021-09-20,-0.01211741354035678
1765447.2799718624,2021-09-21,-0.0022636164683523807
1785978.425945068,2021-09-22,0.011629430233415228
1819264.9911878353,2021-09-23,0.018637719671867448
1821769.2687566525,2021-09-24,0.0013765326002244116
1802571.294696594,2021-09-27,-0.010538093044659358
1754908.811717773,2021-09-28,-0.026441385768790515
1760245.8876798397,2021-09-29,0.0030412269437762873
1732429.4156644589,2021-09-30,-0.015802605880275822
1749434.5354230648,2021-10-01,0.009815764847241226
