account_rewards,date
-957.5391246317886,2019-07-05
2446.7092411536723,2019-07-08
1586.2954722843133,2019-07-09
4071.8990186396986,2019-07-10
1531.975815395359,2019-07-11
-4578.51151001174,2019-07-12
-704.5025231589098,2019-07-15
-3186.3385878391564,2019-07-16
3968.3711775806732,2019-07-17
-10097.653236291837,2019-07-18
3111.6961086636875,2019-07-19
6605.867338202428,2019-07-22
6254.384832970565,2019-07-23
-9081.76863298798,2019-07-24
6333.275543842465,2019-07-25
-3179.650080007501,2019-07-26
990.0273426207714,2019-07-29
-8509.308780303923,2019-07-30
-11870.35634151171,2019-07-31
3519.4177329235245,2019-08-01
-32782.510273194406,2019-08-02
14351.000152541324,2019-08-05
3015.9501270789187,2019-08-06
20289.74772191723,2019-08-07
-9578.723188577686,2019-08-08
-11733.718872762518,2019-08-09
10007.12052219198,2019-08-12
-27778.643895699643,2019-08-13
6470.355767169036,2019-08-14
11927.72222545417,2019-08-15
10768.018350013765,2019-08-16
-6117.001914844383,2019-08-19
9164.284128227271,2019-08-20
-1097.8693562850822,2019-08-21
-23660.495926864678,2019-08-22
10106.816645999905,2019-08-23
-3702.382696681889,2019-08-26
10406.370823758189,2019-08-27
12958.633332146564,2019-08-28
3182.9195148535073,2019-08-29
-2056.6335156050045,2019-08-30
10134.83841019636,2019-09-03
9410.049141634023,2019-09-04
3892.04984527966,2019-09-05
-4616.510932149831,2019-09-06
-3350.7616765117273,2019-09-09
6979.99933461193,2019-09-10
159.94968210789375,2019-09-11
-4036.044567403849,2019-09-12
-833.8265381774399,2019-09-13
7910.3867245235015,2019-09-16
415.3191995297093,2019-09-17
-274.2596786499489,2019-09-18
435.1429533320479,2019-09-19
306.3579532422591,2019-09-20
-5947.6549809922,2019-09-23
3937.528405534802,2019-09-24
952.6457915934734,2019-09-25
-8320.224321220303,2019-09-26
7289.568711561151,2019-09-27
-17467.891692073783,2019-09-30
-9966.489870603662,2019-10-01
