account_rewards,date
15498.0646231079,2021-01-04
15502.326178031974,2021-01-05
19562.063194826245,2021-01-06
-10817.063186184037,2021-01-07
10200.840245605446,2021-01-08
17465.271411300637,2021-01-11
-5457.835518836975,2021-01-12
28316.122163772583,2021-01-13
-17213.67057991028,2021-01-14
31926.407554626465,2021-01-15
-4337.50364780426,2021-01-19
-7645.102695465088,2021-01-20
-8433.666024208069,2021-01-21
-2748.6321725845337,2021-01-22
-13973.711692810059,2021-01-25
-58548.56156921387,2021-01-26
6493.242688179016,2021-01-27
-41512.65825462341,2021-01-28
29863.468391418457,2021-01-29
32810.18609523773,2021-02-01
-8044.600823402405,2021-02-02
27586.372393608093,2021-02-03
-10447.049748420715,2021-02-04
29880.014123916626,2021-02-05
-4833.4537143707275,2021-02-08
8038.145400047302,2021-02-09
37379.951687812805,2021-02-10
11367.110712051392,2021-02-11
6358.351563453674,2021-02-12
-9367.762329101562,2021-02-16
-12754.730311393738,2021-02-17
21243.572504997253,2021-02-18
-28041.09192466736,2021-02-19
-63.95574951171875,2021-02-22
52472.45360374451,2021-02-23
-73689.46894264221,2021-02-24
6402.388149261475,2021-02-25
46770.67301940918,2021-02-26
-24013.597158432007,2021-03-01
-26225.747205734253,2021-03-02
-32325.791704177856,2021-03-03
31234.623359680176,2021-03-04
-42059.906675338745,2021-03-05
45247.09056472778,2021-03-08
-2285.537118911743,2021-03-09
22455.99808692932,2021-03-10
7821.059944152832,2021-03-11
13557.362390518188,2021-03-12
-1431.283779144287,2021-03-15
13953.298864364624,2021-03-16
-20493.753356933594,2021-03-17
5280.825981140137,2021-03-18
16916.391361236572,2021-03-19
-30226.53999900818,2021-03-22
2661.7198905944824,2021-03-23
8302.668664932251,2021-03-24
43963.83966445923,2021-03-25
-7509.180200576782,2021-03-26
-175.821382522583,2021-03-29
20186.085512161255,2021-03-30
43554.30907249451,2021-03-31
32614.933113098145,2021-04-01
