account_value,date,daily_return
1114374.6230408377,2019-07-05,
1113417.083916206,2019-07-08,-0.0008592614232536544
1115863.7931573596,2019-07-09,0.0021974777255509004
1117450.088629644,2019-07-10,0.0014215852167727139
1121521.9876482836,2019-07-11,0.0036439202610232257
1123053.963463679,2019-07-12,0.0013659792962310568
1118475.4519536672,2019-07-15,-0.004076840168829365
1117770.9494305083,2019-07-16,-0.0006298775014940139
1114584.6108426691,2019-07-17,-0.0028506185363491587
1118552.9820202498,2019-07-18,0.0035604037046415016
1108455.328783958,2019-07-19,-0.009027425073825479
1111567.0248926217,2019-07-22,0.00280723636565261
1118172.892230824,2019-07-23,0.005942842123119352
1124427.2770637947,2019-07-24,0.005593396939262751
1115345.5084308067,2019-07-25,-0.008076795021109029
1121678.7839746492,2019-07-26,0.005678308197746507
1118499.1338946417,2019-07-29,-0.002834724277070211
1119489.1612372624,2019-07-30,0.0008851391231510242
1110979.8524569585,2019-07-31,-0.007601064016465653
1099109.4961154468,2019-08-01,-0.010684582906935858
1102628.9138483703,2019-08-02,0.003202062893062241
1069846.403575176,2019-08-05,-0.029731226763116236
1084197.4037277172,2019-08-06,0.01341407523975735
1087213.3538547962,2019-08-07,0.0027817352418566532
1107503.1015767134,2019-08-08,0.01866215830589124
1097924.3783881357,2019-08-09,-0.008648935768162502
1086190.6595153732,2019-08-12,-0.010687183109995946
1096197.7800375652,2019-08-13,0.009213042327814502
1068419.1361418655,2019-08-14,-0.025340905082609888
1074889.4919090346,2019-08-15,0.0060560088716998806
1086817.2141344887,2019-08-16,0.011096696279233598
1097585.2324845025,2019-08-19,0.00990784670133249
1091468.230569658,2019-08-20,-0.005573145240846511
1100632.5146978854,2019-08-21,0.008396290310203725
1099534.6453416003,2019-08-22,-0.0009974894813883362
1075874.1494147356,2019-08-23,-0.021518645207867837
1085980.9660607355,2019-08-26,0.00939405101563029
1082278.5833640536,2019-08-27,-0.0034092519228139384
1092684.9541878118,2019-08-28,0.009615242307957406
1105643.5875199584,2019-08-29,0.011859441536630877
1108826.507034812,2019-08-30,0.0028787934473468724
1106769.873519207,2019-09-03,-0.00185478386614768
1116904.7119294032,2019-09-04,0.009157132528346157
1126314.7610710373,2019-09-05,0.008425113656632899
1130206.810916317,2019-09-06,0.003455561429008158
1125590.299984167,2019-09-09,-0.00408466033610877
1122239.5383076554,2019-09-10,-0.002976892814871346
1129219.5376422673,2019-09-11,0.006219705416134147
1129379.4873243752,2019-09-12,0.00014164622270151916
1125343.4427569713,2019-09-13,-0.0035736832594380763
1124509.616218794,2019-09-16,-0.0007409529451156693
1132420.0029433174,2019-09-17,0.007034521190776966
1132835.322142847,2019-09-18,0.0003667536765954438
1132561.0624641972,2019-09-19,-0.00024210021817749894
1132996.2054175292,2019-09-20,0.000384211472346907
1133302.5633707715,2019-09-23,0.0002703962747425681
1127354.9083897793,2019-09-24,-0.005248073350599514
1131292.436795314,2019-09-25,0.0034927141188916266
1132245.0825869075,2019-09-26,0.0008420862374824978
1123924.8582656872,2019-09-27,-0.007348430520193183
1131214.4269772484,2019-09-30,0.006485815006182616
1113746.5352851746,2019-10-01,-0.015441715801618794
1103780.045414571,2019-10-02,-0.008948615824920791
