,account_value,date,daily_return
522,1088679.4387906715,2020-04-30,-0.0136579153876948
523,1059411.1384731133,2020-05-01,-0.0268842225495413
524,1064149.414412147,2020-05-04,0.0044725562786347
525,1082627.3695421545,2020-05-05,0.017364060797999
526,1080117.560134248,2020-05-06,-0.0023182578590893
527,1095787.3371258476,2020-05-07,0.0145074736028287
528,1105278.1797447605,2020-05-08,0.0086612085186221
529,1107989.5371021174,2020-05-11,0.0024530995065723
530,1085075.5407010918,2020-05-12,-0.0206806974558224
531,1063671.3759707718,2020-05-13,-0.0197259673888605
532,1088321.9763494777,2020-05-14,0.0231750152684218
533,1089355.0726525553,2020-05-15,0.00094925612597
534,1120652.4798411236,2020-05-18,0.0287302165972016
535,1107228.4880158252,2020-05-19,-0.0119787285235843
536,1121511.8320942607,2020-05-20,0.0129000872295397
537,1115163.2154736142,2020-05-21,-0.0056607665108547
538,1122469.455486801,2020-05-22,0.0065517225746043
539,1145655.5748449306,2020-05-26,0.0206563477026411
540,1160347.0747140064,2020-05-27,0.0128236620077237
541,1161625.0961609078,2020-05-28,0.0011014130812683
542,1173254.8370210752,2020-05-29,0.0100116129537859
543,1182360.7289881925,2020-06-01,0.0077612226089238
544,1189685.1672774495,2020-06-02,0.0061947577500522
545,1204299.113960947,2020-06-03,0.0122838773529814
546,1208573.0554002533,2020-06-04,0.0035489035819757
547,1244316.7025185963,2020-06-05,0.0295750819188218
548,1276476.7003501358,2020-06-08,0.0258455084356297
549,1257205.8739906787,2020-06-09,-0.0150968884541105
550,1235546.3548062448,2020-06-10,-0.0172282993839992
551,1133325.348676717,2020-06-11,-0.0827334447889314
552,1163709.1378984535,2020-06-12,0.0268094146638591
553,1175328.9736995916,2020-06-15,0.009985171915142
554,1196649.3069739542,2020-06-16,0.0181398857268466
555,1187512.415766781,2020-06-17,-0.0076353958957936
556,1185740.415462182,2020-06-18,-0.0014921951813485
557,1174351.610331487,2020-06-19,-0.0096048047128901
558,1180173.0055742578,2020-06-22,0.0049571143697992
559,1181753.66429486,2020-06-23,0.001339344920733
560,1140946.219801343,2020-06-24,-0.0345312612318965
561,1151506.2843540537,2020-06-25,0.0092555322673748
562,1125165.610043354,2020-06-26,-0.0228749722590316
563,1167573.1947111988,2020-06-29,0.0376900824992425
564,1171264.6315160133,2020-06-30,0.003161632025757
565,1174372.6413438425,2020-07-01,0.0026535504822735
566,1179086.524380891,2020-07-02,0.0040139584924716
567,1195900.1459686442,2020-07-06,
568,1171518.3251054278,2020-07-07,-0.0203878400261151
569,1180310.1277578557,2020-07-08,0.0075046223896126
570,1158095.478744524,2020-07-09,-0.018821027195226
571,1174954.9186454893,2020-07-10,0.0145579014946524
572,1175767.4112121493,2020-07-13,0.000691509566679
573,1200504.659102386,2020-07-14,0.021039235867861
574,1215726.7235492226,2020-07-15,0.0126797212584064
575,1204209.7374469372,2020-07-16,-0.0094733346558857
576,1198245.3247051924,2020-07-17,-0.0049529683710995
577,1194511.7427337463,2020-07-20,-0.0031158744327791
578,1204535.6075139071,2020-07-21,0.0083916000333494
579,1214749.9402290827,2020-07-22,0.0084798927084084
580,1199819.3336528535,2020-07-23,-0.0122910947198016
581,1189340.168535008,2020-07-24,-0.0087339525409561
582,1183396.341181547,2020-07-27,-0.0049975839635372
583,1183393.786009645,2020-07-28,-2.159185230388161e-06
584,1191697.2339894073,2020-07-29,0.0070166398353002
585,1180464.753091766,2020-07-30,-0.0094256163203791
586,1170372.280997645,2020-07-31,-0.0085495751293612
587,1185306.6276301506,2020-08-03,0.0127603386332555
588,1190524.9557590778,2020-08-04,0.0044025132461804
589,1216108.514491863,2020-08-05,0.0214893090724614
590,1213506.5962681663,2020-08-06,-0.0021395444507548
591,1221886.9834795732,2020-08-07,0.0069059263766497
592,1241405.474183709,2020-08-10,0.0159740556762073
593,1235763.3407433936,2020-08-11,-0.0045449561466008
594,1245319.181751826,2020-08-12,0.0077327435548331
595,1238271.908965677,2020-08-13,-0.0056590092639827
596,1248419.8590220383,2020-08-14,0.0081952517721555
597,1240217.655354085,2020-08-17,-0.0065700682416079
598,1231540.4938458756,2020-08-18,-0.0069964828115045
599,1228005.9424261558,2020-08-19,-0.0028700245240674
600,1223464.534081021,2020-08-20,-0.0036981973687866
601,1222828.6428644073,2020-08-21,-0.0005197463423747
