,date,account_value
80,2018-04-27,1003440.8134168664
81,2018-04-30,989198.1095094061
82,2018-05-01,994412.9381906196
83,2018-05-02,981595.7246033164
84,2018-05-03,981102.6726881476
85,2018-05-04,994853.1612480384
86,2018-05-07,990427.1073503753
87,2018-05-08,988345.1150749971
88,2018-05-09,988347.9087590028
89,2018-05-10,1001925.5970534134
90,2018-05-11,1002965.5028505545
91,2018-05-14,1017527.8910836534
92,2018-05-15,1005413.236857772
93,2018-05-16,1015831.1966106339
94,2018-05-17,1019468.8197195168
95,2018-05-18,1017654.4873757801
96,2018-05-21,1027985.7354731036
97,2018-05-22,1019588.1239007217
98,2018-05-23,1018778.15526682
99,2018-05-24,1011401.1403175021
100,2018-05-25,1017273.2437644625
101,2018-05-29,1005456.3325286532
102,2018-05-30,1015398.8340678834
103,2018-05-31,1002255.5267882966
104,2018-06-01,1012711.8913084375
105,2018-06-04,1021578.48075832
106,2018-06-05,1019375.5020929681
107,2018-06-06,1028841.3704992639
108,2018-06-07,1023380.1712519036
109,2018-06-08,1027974.2675663339
110,2018-06-11,1033230.7524162637
111,2018-06-12,1034703.8511970863
112,2018-06-13,1031657.4794063226
113,2018-06-14,1040167.1851548187
114,2018-06-15,1042901.5027493773
115,2018-06-18,1035991.3029640799
116,2018-06-19,1028243.0584665452
117,2018-06-20,1033307.9703870927
118,2018-06-21,1029055.6638162194
119,2018-06-22,1032418.3064168054
120,2018-06-25,1017618.243176695
121,2018-06-26,1017730.4393637143
122,2018-06-27,1007856.3259766065
123,2018-06-28,997811.3780729733
124,2018-06-29,997417.6816208325
125,2018-07-02,1004653.493387785
126,2018-07-03,998155.2361081219
127,2018-07-05,1013532.4204438305
128,2018-07-06,1019256.5835698225
129,2018-07-09,1031608.6483090497
130,2018-07-10,1036566.5262568055
131,2018-07-11,1028183.8468779451
132,2018-07-12,1034586.0652526629
133,2018-07-13,1041762.0848441697
134,2018-07-16,1034974.6004629269
135,2018-07-17,1027737.1250373136
136,2018-07-18,1041914.7907554838
137,2018-07-19,1034262.7416185247
138,2018-07-20,1031042.1748313732
139,2018-07-23,1028713.6814374754
140,2018-07-24,1022608.1092290707
141,2018-07-25,1031037.6846217939
142,2018-07-26,1044835.5525417156
143,2018-07-27,1048085.7130555935
144,2018-07-30,1040943.1533353034
145,2018-07-31,1042789.7104508582
146,2018-08-01,1041746.9223994525
147,2018-08-02,1042978.2383644042
148,2018-08-03,1042937.6128164374
149,2018-08-06,1046304.9381485945
150,2018-08-07,1049737.6467939601
151,2018-08-08,1054172.6758271232
152,2018-08-09,1050464.0065806785
153,2018-08-10,1042313.7443909612
154,2018-08-13,1041960.9279609915
155,2018-08-14,1051564.770990275
156,2018-08-15,1046095.11966742
157,2018-08-16,1050449.123760903
158,2018-08-17,1046878.6930802198
159,2018-08-20,1051305.2363031507
160,2018-08-21,1056122.2217922714
161,2018-08-22,1054967.7035920988
162,2018-08-23,1055337.4795159346
163,2018-08-24,1062800.8686216932
164,2018-08-27,1068868.2626212612
165,2018-08-28,1069909.986431934
166,2018-08-29,1072343.469591209
167,2018-08-30,1067630.9449851625
168,2018-08-31,1071434.8594852292
169,2018-09-04,1073051.007040586
170,2018-09-05,1073278.376404042
171,2018-09-06,1068660.9404986864
172,2018-09-07,1067675.6476344706
173,2018-09-10,1065829.8595184523
